date_created_utc,creator,creator_url,version,os,question_id,question_url,question_title,question_content
2026-04-12 12:10,jamd.eshore,https://support.mozilla.org/en-US/user/jamd.eshore/,140.8.0esr,Windows 11,1575943,https://support.mozilla.org/questions/1575943,my inbox went empty suddenly and then I found it had moved down the panel under 'local folders',"At first the inbox went empty and then when I closed T-bird and reopened it had put in 100 emails from 2023!  And then fortunately I found the 'inbox' name had moved way down in the left panel under 'local folders' and still had all my current emails.  Can I drag the 'inbox' in the panel back up under my current address where it usually resides?  All this happened after I sent 2 photos off my phone to my gmail account to my email address.  I prefer to do my emails on my desktop, on Windows 11.   Bitdefender says I am safe. I cannot find what version of Thunderbird I have. I typed in 'Thunderbird App menu help' in the search bar on my desktop with no help found.  I do not know how to do the 3 lines icon.  Pressing the alt key or F10 did nothing.  I looked in all the T-bird settings to no avail. So I typed in the 140.8 version just so you would at least get this query.  I have no idea what version I have. Very frustrating!  Thank you. "
2026-04-13 00:12,ConeWH,https://support.mozilla.org/en-US/user/ConeWH/,149.0.2,Windows 10/11,1576010,https://support.mozilla.org/questions/1576010,When you click on a calendar reminder details it opens in edit mode.,"Why does a calendar reminder open in edit mode when you select it.  If you go to the calendar and open it you are presented with the information and the attachments.  If you click on the reminder you must click on details and then you must select ""Edit only this occurrence"" or ""Edit all occurrences"" and then select ""Attachments"".   Why is there not an option to have the reminder open as it would if you selected it in the calendar? "
2026-04-13 04:24,cheerful,https://support.mozilla.org/en-US/user/cheerful/,149.0.2,Windows 11,1576053,https://support.mozilla.org/questions/1576053,How to access outlook.com calendar and contacts on 149,"Hi, New to Thunderbird, trying to move away from Outlook on Windows. For hotmail account, I was able to quickly set up account, read and send emails. However, the calendar does not show up.  It has an enable button which I clicked.  But it appears to be a new calendar and it's empty Search shows to install TbSync and Provider for Exchange ActiveSync. However, it's not available in add-ons/extension (shows as not compatbile with 149). What else can I do?  Don't want to give up this quickly. Thanks "
2026-04-13 05:17,mpmcdonald,https://support.mozilla.org/en-US/user/mpmcdonald/,149.0.2 (64-bit),Windows 11,1576061,https://support.mozilla.org/questions/1576061,Punctuation keys are suddenly returning different characters.,"Some of them are Spanish (tilde, ¿, accents, etc.). Settings/about:preferences#general says my preferred language is English(US). How do I change the keyboard layout back to standard American English? "
2026-04-13 05:39,dusk,https://support.mozilla.org/en-US/user/dusk/,149.0.2,Windows 10/11,1576064,https://support.mozilla.org/questions/1576064,Smartcards & broken GPG support,"Hello, I am writing this message in regards to Thunderbird's GPG support after v68, in the last hope that someone suggests a solution that moves me away from version 68. I consider the current state broken. My PGP keys reside on a Yubikey, but smartcard usage has been broken after v68, as none of the supposedly correct setups work. It should work pretty much out of the box, but it doesn't. The whole idea of moving away from Enigmail without having a properly, fully implemented support, including for smartcards, or at least for working with GPG, was utterly misguided, IMO, and broke the once nice client.  I enabled gpg usage and fetching in Settings, I imported my pubkeys to Thunderbird's PGP manager, then added my external key (with GPG). Everything looks fine. But when I click an encrypted message, I get ""The secret key that is required to decrypt this message is not avaliable"". Nah, it's available and it's there! The pinentry isn't appearing at all and this is the result. I believe this is TB's fault, as the pinentry correctly appears with everything else I do, also with TB 68 + Enigmail. The setup is the same. I am using the latest Gpg4win. Settings: mail.openpgp.allow_external_gnupg - true mail.openpgp.fetch_pubkeys_from_gnupg - true mail.openpgp.alternative_gpg_path - has no effect whether set or not gpg-agent.conf: enable-win32-openssh-support default-cache-ttl-ssh 900 max-cache-ttl-ssh 1800 no-allow-external-cache default-cache-ttl 300 max-cache-ttl 3000 ignore-cache-for-signing allow-loopback-pinentry gpg.conf:  utf8-strings auto-key-locate local use-agent FYI, adding ""pinentry-program"" has no effect on solving the problem, whether set or not. Your suggestions are welcome! "
2026-04-13 16:20,aldileon,https://support.mozilla.org/en-US/user/aldileon/,149.0.2 (aarch64),Mac OS x 10_15_7,1576128,https://support.mozilla.org/questions/1576128,New Account Setup Hub does not work with @live.de (Outlook) Mail,"Hi I wanted to add my @live.de (Outlook) email account in Thunderbird. I entered the email and got redirected to Microsoft oauth, which I granted. After some loading I was presented a screen, where I should enter my password and username (again). After doing so I see a ""Exchange auth error"".  I guess this means I somehow got in the exchange funnel, which is not fitting for my private outlook account. I was left in this state with back bringing me to the first view (before oauth) and continue gives me the error.  I could solve this problem by disabling the new account setup hub and setting it up using the old one.  If this experimental feature is enabled by default, you need a ""something is not working please take me to the old version"" button in the footer.  I did not find any ways to report this bug, so I hope here is the right place. "
2026-04-13 16:21,woody19467,https://support.mozilla.org/en-US/user/woody19467/,Versio 149.0.2 (64,Windows 11,1576129,https://support.mozilla.org/questions/1576129,Command Error 12,"Moved all my email to brand new PC, all working except alicegimbird@hotmail.co.uk , it just keeps coming up  "" The current operation on Inbox did not succeed. The mail server for  alicegimbird@hotmail.co.uk responded Command Error.12. "
2026-04-14 02:05,p.h.de.v,https://support.mozilla.org/en-US/user/p.h.de.v/,149.0.2,Windows 11,1576204,https://support.mozilla.org/questions/1576204,"I have two outlook mail accounts installed in Thunderbird, only one works","I have two outlook mail accounts installed in Thunderbird, with the same parameters (except of course login name and password). Only the mail account installed first, works. The other only shows its inbox but no other folders or message. If I test its connection, the account seems to be properly connected. Next to the two outlook accounts, I have three gmail accounts installed in my Thunderbird. They work without problems. What could be the problem with the outlook accounts? "
2026-04-15 02:18,marcelo20,https://support.mozilla.org/en-US/user/marcelo20/,140.8.0esr,Linux,1576395,https://support.mozilla.org/questions/1576395,Como importar arquivos pst do Outlook para o Thunderbird?,Migrei do Windows para o Linux recentemente e preciso das pastas de e-mails e contatos do Outlook. Como importar ou converter arquivos pst do Outlook para o Thunderbird? Grato. 
2026-04-15 09:58,greginchonburi,https://support.mozilla.org/en-US/user/greginchonburi/,149.0.2,Windows 10,1576450,https://support.mozilla.org/questions/1576450,"Downloaded email, is not avalible on my computer","IMAP accounts, every time I open Thunderbird it has to authenticate and down load all my email;  why isn't my all my current email available?  And yes in settings I have ""Keep messages in all folders for this account on this computer"" checked. And yes in ""Advanced"" settings all folders are checked. "
2026-04-15 16:04,aaaaa,https://support.mozilla.org/en-US/user/aaaaa/,149.0.2 release,Windows 11,1576490,https://support.mozilla.org/questions/1576490,Thunderbird Hilfe 1,"Good day, thank you in advance for your help. I have two questions: 1. Which Thunderbird version is better than ESR? Could you share your opinion? It's faster and it applies all changes more quickly, that's how it seems right now. If there are still 32-bit and 64-bit versions available simultaneously, I'll test it sometime. I have no idea what kind of channel that would be. Problem question: In Thunderbird 64-bit POP3, the font changes to blue for every second email, including in replies. Can you tell me how to display every email in black? Only the second email in the inbox is displayed in blue, so the text isn't blue when receiving emails. When composing, everything looks black. What do I need to change? Question 2: Regardless of whether it's 32-bit, 64-bit, or any channel, I see updates to the latest version, and in the program itself, there's an option to view older updates, but everything is white. I only see white and nothing else. Is this intentional? I can't see the update, but it's still current?  ``` Thanks for the information "
2026-04-15 16:07,aaaaa,https://support.mozilla.org/en-US/user/aaaaa/,149.0.2,Windows 11,1576491,https://support.mozilla.org/questions/1576491,Thunderbird Hilfe 2,"Good day, thank you in advance for your help. I have two questions: 1. Which Thunderbird version is better than ESR? Could you share your opinion? It's faster and it applies all changes more quickly, that's how it seems right now. If there are still 32-bit and 64-bit versions available simultaneously, I'll test it sometime. I have no idea what kind of channel that would be. Problem question: In Thunderbird 64-bit POP3, the font changes to blue for every second email, including in replies. Can you tell me how to display every email in black? Only the second email in the inbox is displayed in blue, so the text isn't blue when receiving emails. When composing, everything looks black. What do I need to change? Question 2: Regardless of whether it's 32-bit, 64-bit, or any channel, I see updates to the latest version, and in the program itself, there's an option to view older updates, but everything is white. I only see white and nothing else. Is this intentional? I can't see the update, but it's still current?  ``` Thanks for the information "
2026-04-15 17:36,hgarciaperis,https://support.mozilla.org/en-US/user/hgarciaperis/,149.0.2 (64-bit),Windows 10,1576499,https://support.mozilla.org/questions/1576499,Insert HTML blocks images,"I'm using Thunderbird 149.0.2 (64-bit) for windows. I offen prepare emails in an HTML file and when I'm ok with the result I insert HTML to a new email. Until older versions Thunderbird blocks remote images when I insert HTML, but appears a message at the end of the email warning me that it blocked images and an Option button and I could unblock image by image all the images. But with this version the message still appears but the button doesn't appear and I can't unblock the images. I think this is a bug and I need to get back that button, because I send messages this way a lot. Thank you "
2026-04-15 19:46,2dave,https://support.mozilla.org/en-US/user/2dave/,115.18.0  64bit,Windows 7,1576515,https://support.mozilla.org/questions/1576515,Links in emails do not work.,"When I receive an email that includes a live link it does not work when I click on it.  Instead I get a popup error message that says   ""Windows cannot access the specified device, path, or file.  You may not have the appropriate permissions to access the item."" I can sometime manage to copy the link address and paste it into a browser but this is not always successful. "
2026-04-15 19:50,mozilla40,https://support.mozilla.org/en-US/user/mozilla40/,140.9.1esr,Linux,1576516,https://support.mozilla.org/questions/1576516,thunderbird imap inbox default action is edit draft after upgrade.  how to change back to open?,Upgraded from `102.15.1` (deb) to `140.9.1esr` (flatpak).  Now for all my Imap folders the default action (double-click) is `Edit Draft` instead of `Open`. This is confirmed by right-clicking and having `Edit Draft Message` in bold at the top of the list. How can I fix it? - imported old profile with `⁝` -> `Tools` -> `Import` - found https://support.mozilla.org/gl/questions/1364428 and tried the addon it recommended but none of the imap folders were flagged as draft. 
2026-04-15 20:57,pwrgreg007,https://support.mozilla.org/en-US/user/pwrgreg007/,,Windows 10/11,1576520,https://support.mozilla.org/questions/1576520,"Unhable to login, Thunderbird in Windows","To install a Windows 10 update (I'm on extended support) I told it to update & shutdown. I fired it up this morning and Thunderbird is asking for credentials. It usually just runs & downloads emails. I enter my password, then a code from authenticator app. It shows the page below in an embedded browser window that has a checkbox and an ""Agree"" button. I check the box but the Agree button is still disabled. Dead end. I cannot connect & I'm stuck. "
2026-04-15 21:42,bryankeithneal,https://support.mozilla.org/en-US/user/bryankeithneal/,K9 is V17.,Mac OS x 10.7,1576532,https://support.mozilla.org/questions/1576532,K9 and thunderbird not working with BT mail,"Hi, as of 14/4/26 my K9 (Samsung mobile) and Thunderbird (Mac Pro) no longer works with my bt internet account. Cannot receive or send emails. Have checked both in and outgoing server settings and all agree with bts advised settings. When I attempt to fetch in K9 I get error “network error readstringuntil():end of stream reached. Read:””while waiting for’’. When I attempt to send get message “unknown error unexpected end of stream. Contacted BT and they told me all my settings were good. I suspect something has changed at the BT server end. They did say they had relocated?? Any one else suffering this? "
2026-04-15 22:21,Gary_squared,https://support.mozilla.org/en-US/user/Gary_squared/,140.9.1 esr,Windows 10/11,1576538,https://support.mozilla.org/questions/1576538,Open link in browser with contol key switches to browser,"Opening a link in email with control key now switches to browser (Firefox).  Previously, pressing the control key when opening a link did not switch to browser.  This is handy for opening multiple links in an email without switching to browser each time.  Is there a setting somewhere to restore the previous behavior? "
2026-04-16 00:19,beaudonnat.jean-luc,https://support.mozilla.org/en-US/user/beaudonnat.jean-luc/,140.9 1esr (32bits,Windows 10,1576564,https://support.mozilla.org/questions/1576564,"Je n'arrive plus à me connecter, voici le message d'erreur ""Échec de la connexion depuis le serveur imap.sfr.fr avec le nom d’utilisateur beaudonnat.jean-luc@neuf.fr.","Je n'arrive plus à me connecter, voici le message d'erreur ""Échec de la connexion depuis le serveur imap.sfr.fr avec le nom d’utilisateur beaudonnat.jean-luc@neuf.fr. Pouvez-vous me dire ce qu'il faut faire pour me connecter. A savoir j'ai changé mon mot de passe mais celui-ci ne me permet toujours pas d'accéder à mes mails. "
2026-04-16 04:34,woodworth1,https://support.mozilla.org/en-US/user/woodworth1/,149.0.2 (64-bit),Windows 10,1576596,https://support.mozilla.org/questions/1576596,"why did the email folders I added such as auto, bank, legal, medical now I have lost those emails","why did the email folders I added such as auto, bank, legal, medical now I have lost those emails "
2026-04-16 05:03,dicknick46,https://support.mozilla.org/en-US/user/dicknick46/,140.9.1esr,Mac OS Sequoia 15.7.5,1576600,https://support.mozilla.org/questions/1576600,A link selection displayed in Thunderbird is not opening a web in Safari and other browsers... what's going on?,"Over the last week or so, selecting a link embedded within an incoming email on Thunderbird does not now ensure that the desired webpage will be opened in Safari and other browsers. Shutting down Thunderbird, intermittently enables the proper functional activity of opening the desired webpage. I've discussed this with Apple (iMac; Sequoia 15.7.5) and was unable to identify this as an Apple problem. "
2026-04-16 05:27,cmackenzie1,https://support.mozilla.org/en-US/user/cmackenzie1/,149.0.2 (64-bit),"Windows 11 Pro, build 26200.8246",1576604,https://support.mozilla.org/questions/1576604,"""Open message in conversation"" is no longer based on the correspondent","I have relied heavily on the ""Open message in conversation"" function, because it gave me a tree of messages across all folders (Inbox, Sent, etc.) that was based on the person I was corresponding with. Now, the function is giving me a tree based on the Subject of the message.  This behavior makes it useless to me.  I've looked, and I can't find any configuration setting that would control this option. How can I once again get a message tree based on the correspondent's name, then sorted next by date? Thanks! "
