id,is_trusted_contributor,creator
1566637,true,James
1566640,true,pcp04
1566646,true,davidsk
1566658,true,davidsk
1566693,true,maxcoder
1566701,true,Mapenzi
1566726,true,davidsk
1566746,true,wsmwk
1566753,true,Mapenzi
1566758,true,davidsk
1566774,true,MattAuSupport
1566779,true,davidsk
1566783,true,davidsk
1566784,true,Toad-Hall
1566797,true,rednoise
1566806,true,christ1
1566810,true,Toad-Hall
1566851,true,christ1
1566861,true,davidsk
1566863,true,pcp04
1566864,true,pcp04
1566865,true,sfhowes
1566876,true,davidsk
1566878,true,christ1
1566879,true,christ1
1566880,true,christ1
1566901,true,Mapenzi
1566927,true,davidsk
1566950,true,mozilla98
1566952,true,James
1566967,true,siffemoz
1566981,true,MattAuSupport
1566990,true,christ1
1566991,true,siffemoz
1567035,true,@next
1567043,true,mozilla98
1567061,true,meskobalazs
1567069,true,mozilla98
1567070,true,davidsk
1567086,true,Mapenzi
1567093,true,Mapenzi
1567094,true,davidsk
1567098,false,tbryson
1567102,true,@next
1567103,true,@next
1567107,true,davidsk
1567109,true,mozilla98
1567110,true,wsmwk
1567161,true,davidsk
1567163,false,azareen
1567191,true,Mapenzi
1567205,true,Toad-Hall
1567210,true,Toad-Hall
1567219,true,Mapenzi
1567228,true,Toad-Hall
1567233,true,@next
1567237,true,Toad-Hall
1567242,true,davidsk
1567253,true,davidsk
1567264,true,davidsk
1567274,true,davidsk
1567283,true,rednoise
1567291,true,davidsk
1567341,true,davidsk
1567344,true,siffemoz
1567359,true,Toad-Hall
1567377,true,pcp04
1567395,true,markh2
1567418,true,wsmwk
1567419,true,davidsk
1567420,true,Mozilla-assistent
1567452,true,wsmwk
1567461,true,sfhowes
1567466,true,mozilla98
1567488,true,davidsk
1567491,true,sfhowes
1567528,true,Mapenzi
1567546,true,davidsk
1567563,true,MattAuSupport
1567565,false,dannycolin
1567577,true,davidsk
1567594,true,siffemoz
1567601,true,@next
1567610,true,Mapenzi
1567613,true,davidsk
1567622,true,Toad-Hall
1567624,true,mozilla98
1567632,true,Mapenzi
1567663,true,christ1
1567664,true,wsmwk
1567676,true,@next
1567677,true,@next
1567678,false,mkmelin
1567681,true,MattAuSupport
1567696,true,@next
1567697,true,davidsk
1567702,true,christ1
1567709,true,davidsk
1567767,true,davidsk
1567776,true,James
1567784,true,rednoise
1567816,true,davidsk
1567835,true,wsmwk
1567845,true,davidsk
1567851,true,wsmwk
1567852,true,wsmwk
1567858,true,@next
1567859,true,wsmwk
1567864,true,@next
1567869,true,MattAuSupport
1567871,true,wsmwk
1567876,true,Toad-Hall
1567878,true,wsmwk
1567884,true,wsmwk
1567886,true,MattAuSupport
1567895,true,@next
1567898,true,davidsk
1567904,true,wsmwk
1567916,true,MattAuSupport
1567926,true,christ1
1567939,true,wsmwk
1567948,true,Mapenzi
1567959,true,siffemoz
1567961,true,siffemoz
1567965,true,sfhowes
1567967,true,wsmwk
1567969,true,wsmwk
1567970,true,MattAuSupport
1567971,true,davidsk
1567976,true,davidsk
1567977,true,wsmwk
1567979,true,siffemoz
1567990,true,davidsk
1567998,true,davidsk
1568011,true,MattAuSupport
1568019,true,davidsk
1568020,true,MattAuSupport
1568022,true,davidsk
1568029,true,wsmwk
1568051,false,root45
1568075,true,@next
1568094,true,@next
1568111,true,wsmwk
1568133,true,davidsk
1568137,true,davidsk
1568147,true,wsmwk
1568155,true,davidsk
1568161,true,MattAuSupport
1568164,true,MattAuSupport
1568211,true,mozilla98
1568223,true,siffemoz
1568231,true,siffemoz
1568232,true,siffemoz
1568246,true,wsmwk
1568251,true,wsmwk
1568258,false,megalo9999
1568288,true,christ1
1568307,true,wsmwk
