id,created,created_date,locale,topic,tags,creator,title,question_url,os,os_raw,macos_release,tb_version,tb_version_major,mail_provider,isp,protocol,av,num_answers,is_answered,first_answer_hours,is_solved,solved_by
1438499,2024-02-01T18:02:13.485179Z,2024-02-01,en-US,other,other;,moz.20.k1hfe,When reporting a suspected SPAM email how can I forward the email retaining the full header for analysis?,https://support.mozilla.org/questions/1438499,os:macos,,macos:big_sur,,,,,,,2,true,2.3,True,moz.20.k1hfe
1438500,2024-02-01T18:07:23.628208Z,2024-02-01,it,other,other;needsinfo;,belsol.energia,Thunderbird non mi riceve tutte le email in arrivo,https://support.mozilla.org/questions/1438500,,,,,,,,,,1,true,1.4,False,
1438502,2024-02-01T18:46:30.661511Z,2024-02-01,es,troubleshooting,fix-problems;,claudia-nunez,La conexión al servidor imap.gmail.com ha superado el tiempo de espera máximo.,https://support.mozilla.org/questions/1438502,,,,,,m:gmail,,proto:imap,,0,false,,False,
1438505,2024-02-01T19:36:22.322016Z,2024-02-01,en-US,troubleshooting,fix-problems;,TLOdell,delayed maill from IO groups,https://support.mozilla.org/questions/1438505,,,,,,,,,,0,false,,False,
1438507,2024-02-01T19:57:28.988410Z,2024-02-01,it,installation-and-updates,download-and-install_1;needsinfo;,carlucciarivelluccia,non funziona appena installato,https://support.mozilla.org/questions/1438507,,,,,,,,,,1,true,18.09,False,
1438510,2024-02-01T20:16:38.719994Z,2024-02-01,en-US,other,other;,whenangelscry,Incoming emails stopped,https://support.mozilla.org/questions/1438510,,,,,,,,,,1,true,117.83,False,
1438511,2024-02-01T20:22:35.401776Z,2024-02-01,en-US,troubleshooting,fix-problems;,jcloudstudio,Thunderbird suddenly does not work at all,https://support.mozilla.org/questions/1438511,,,,,,,,,,16,true,63.32,True,jcloudstudio
1438514,2024-02-01T20:41:51.551879Z,2024-02-01,en-US,troubleshooting,fix-problems;,rkveazey,Detaching attachments deletes entire message,https://support.mozilla.org/questions/1438514,,,,,,,,,,0,false,,False,
1438519,2024-02-01T22:00:46.604629Z,2024-02-01,en-US,other,other;,charleshrhyne,"Thunderbird keeps ""not responding"" off and on for up to three hours",https://support.mozilla.org/questions/1438519,os:windows,,,,,,,,,1,true,16.04,False,
1438524,2024-02-01T22:40:17.246085Z,2024-02-01,en-US,other,other;,rsjs,"been with thunderbird for years, not working ? why.",https://support.mozilla.org/questions/1438524,,,,,,,,,,1,true,67.82,False,
1438527,2024-02-01T22:59:15.155588Z,2024-02-01,en-US,calendar,calendar;,harrison8,Calendar impossible to navigate with touchpad or keyboard,https://support.mozilla.org/questions/1438527,os:linux,,,,,,,,,0,false,,False,
1438529,2024-02-01T23:07:56.008255Z,2024-02-01,en-US,troubleshooting,fix-problems;,m.mather,Urgent help required: accidentally deleted all eamils in my inbox!,https://support.mozilla.org/questions/1438529,os:linux,,,,,,,,,1,true,21.82,False,
1438531,2024-02-01T23:22:11.886746Z,2024-02-01,en-US,privacy-and-security,privacy-and-security_1;,skyvine,How to tell if signature verification succeeded?,https://support.mozilla.org/questions/1438531,,,,,,,,,,5,true,60.28,True,skyvine
1438532,2024-02-01T23:32:06.963785Z,2024-02-01,en-US,troubleshooting,fix-problems;,jpsalm_91k,Cannot login to Thunderbird 115.7.0,https://support.mozilla.org/questions/1438532,os:windows,,,,,,,,,2,true,14.11,False,
1438534,2024-02-01T23:48:30.253439Z,2024-02-01,en-US,other,other;,suestoy,New responses to old emails.,https://support.mozilla.org/questions/1438534,,,,,,,,,,1,true,10.82,False,
1438542,2024-02-02T00:40:17.413502Z,2024-02-02,en-US,other,other;,capttjm,Purple Folders,https://support.mozilla.org/questions/1438542,,,,,,m:microsoftemail,,,,8,true,12.8,True,capttjm
1438546,2024-02-02T01:08:16.901473Z,2024-02-02,en-US,other,other;,pfandmc,Forwarding an email,https://support.mozilla.org/questions/1438546,,,,,,m:gmail;m:yahooemail,,proto:smtp,av:bitdefender,0,false,,False,
1438548,2024-02-02T02:23:26.215885Z,2024-02-02,en-US,installation-and-updates,download-and-install_1;,firefox.com1,Folder tabs restored at startup have lost the folders,https://support.mozilla.org/questions/1438548,,,,,,,,,,0,false,,False,
1438550,2024-02-02T02:46:39.026827Z,2024-02-02,en-US,settings,customize;,bnedic22,Email setting,https://support.mozilla.org/questions/1438550,,,,,,,,,,2,true,44.64,False,
1438553,2024-02-02T05:00:45.747427Z,2024-02-02,en-US,privacy-and-security,privacy-and-security_1;,sharon.lock,password,https://support.mozilla.org/questions/1438553,,,,,,,,,,1,true,8.5,False,
1438554,2024-02-02T05:20:24.715662Z,2024-02-02,en-US,other,other;,gmkayaker,My Unread Folders frequently show unread messages when there aren't any unread messages (win10),https://support.mozilla.org/questions/1438554,os:windows,,,,,,,,,3,true,42.59,False,
1438558,2024-02-02T07:22:25.537989Z,2024-02-02,en-US,installation-and-updates,download-and-install_1;,vvuurenr,installation problem,https://support.mozilla.org/questions/1438558,,,,,,,,,,3,true,6.15,False,
1438559,2024-02-02T07:30:12.165405Z,2024-02-02,en-US,installation-and-updates,download-and-install_1;,louisesjpp,Running two identical IMAP profiles,https://support.mozilla.org/questions/1438559,,,,,,,,proto:imap,,2,true,5.62,True,davidsk
1438561,2024-02-02T07:34:10.419373Z,2024-02-02,es,installation-and-updates,download-and-install_1;,bionarcis,INSTALAR THUNDERBIRD EN SEGUNDO PC,https://support.mozilla.org/questions/1438561,,,,,,,,,,1,true,140.13,False,
1438562,2024-02-02T08:54:39.891830Z,2024-02-02,es,troubleshooting,fix-problems;,juliandesign,Blank Mail Tab,https://support.mozilla.org/questions/1438562,,,,,,,,,,1,true,138.88,False,
1438565,2024-02-02T09:50:09.535546Z,2024-02-02,en-US,troubleshooting,fix-problems;,fkikkas,Thunderbird attachments don't open sometimes,https://support.mozilla.org/questions/1438565,,,,,,,,,,0,false,,False,
1438567,2024-02-02T09:53:16.227851Z,2024-02-02,en-US,troubleshooting,fix-problems;,rcs4,My Thunderbird eats my disc space,https://support.mozilla.org/questions/1438567,,,,,,,,,,2,true,4.24,False,
1438574,2024-02-02T11:10:00.425033Z,2024-02-02,en-US,other,other;,jlemmers,Non junk emails going into junk folder,https://support.mozilla.org/questions/1438574,,,,,,,,,,1,true,2.22,False,
1438577,2024-02-02T11:23:40.792024Z,2024-02-02,en-US,other,other;,HennieRoets,The old PDF Inline issue ;o),https://support.mozilla.org/questions/1438577,,,,,,,,,,2,true,22.07,False,
1438581,2024-02-02T12:55:58.313977Z,2024-02-02,en-US,installation-and-updates,download-and-install_1;,bvbrwksry5,forgot password,https://support.mozilla.org/questions/1438581,,,,,,,,,,1,true,0.24,False,
1438585,2024-02-02T13:37:25.905239Z,2024-02-02,es,installation-and-updates,download-and-install_1;,david_valdebenito,MIGRAR CORREOS DE MI VIEJO DISCO,https://support.mozilla.org/questions/1438585,,,,,,,,,,1,true,109.23,False,
1438587,2024-02-02T13:47:28.749704Z,2024-02-02,pt-BR,settings,customize;,OliveiraDanilo,"Enviar e-mails para uma lista de contatos, com pausa entre cada contato",https://support.mozilla.org/questions/1438587,,,,,,,,,,0,false,,False,
1438588,2024-02-02T14:01:59.077403Z,2024-02-02,tr,other,other;,tasarim,E-Mail Metin Ayarları,https://support.mozilla.org/questions/1438588,,,,,,,,,,1,true,0.47,False,
1438589,2024-02-02T14:04:18.610749Z,2024-02-02,en-US,other,other;,BlueMoss75,Can receive emails in TB but can not send,https://support.mozilla.org/questions/1438589,,,,,,m:microsoftemail,,proto:imap;proto:smtp;proto:oauth,av:kaspersky,1,true,3.76,False,
1438596,2024-02-02T15:22:02.523229Z,2024-02-02,en-US,settings,customize;,adrianbates,All mails downloaded on initial mail account set up,https://support.mozilla.org/questions/1438596,,,,,,,,proto:imap,,1,true,0.38,False,
1438597,2024-02-02T15:37:24.042034Z,2024-02-02,en-US,other,other;,antonio.merkouris,Thunderbird deleted Addressbook by accident,https://support.mozilla.org/questions/1438597,,,,,,,,,,1,true,1.32,False,
1438600,2024-02-02T16:40:04.200676Z,2024-02-02,en-US,settings,customize;,Rich57,Using FileLink,https://support.mozilla.org/questions/1438600,,,,,,,,,,1,true,20.68,False,
1438601,2024-02-02T16:58:09.584665Z,2024-02-02,en-US,other,other;,edurrant,Thunderbird no longer reflects the IMAP structure of Google mail,https://support.mozilla.org/questions/1438601,,,,,,m:gmail,,proto:imap,,13,true,29.71,True,edurrant
1438610,2024-02-02T18:03:42.924096Z,2024-02-02,en-US,other,other;,neary,Closing email account - how to keep my emails? Are they stored locally?,https://support.mozilla.org/questions/1438610,,,,,,,,,,13,true,2.31,False,
1438611,2024-02-02T18:06:39.594141Z,2024-02-02,en-US,other,other;,crimsonfever2991,not receiving any emails,https://support.mozilla.org/questions/1438611,,,,,,,,,,1,true,18.88,False,
1438612,2024-02-02T18:19:14.904770Z,2024-02-02,en-US,settings,customize;,mim.miller5,Sort order of messages,https://support.mozilla.org/questions/1438612,,,,,,,,,,1,true,0.88,False,
1438613,2024-02-02T18:44:55.324953Z,2024-02-02,en-US,other,other;,cccc1912,Deleting emails from tras,https://support.mozilla.org/questions/1438613,,,,,,,,,,1,true,1.22,False,
1438614,2024-02-02T18:49:42.742917Z,2024-02-02,it,other,other;,azinzula,mail IMAP ARUBA,https://support.mozilla.org/questions/1438614,,,,,,,,proto:imap,,1,true,12.96,False,
1438615,2024-02-02T18:53:23.177319Z,2024-02-02,en-US,other,other;,mtarr_consulting,Thunderbird doesn't receive messages from yahoo mail,https://support.mozilla.org/questions/1438615,os:windows,,,,,m:yahooemail,,,,2,true,15.04,False,
1438619,2024-02-02T19:34:01.460405Z,2024-02-02,en-US,privacy-and-security,privacy-and-security_1;,JustOne,Verified location for checksums,https://support.mozilla.org/questions/1438619,os:linux,,,,,,,,,4,true,0.09,True,MattAuSupport
1438626,2024-02-02T20:36:25.849805Z,2024-02-02,en-US,settings,customize;,davidsk,𝐇𝐨𝐰 𝐭𝐨 𝐏𝐫𝐞𝐯𝐞𝐧𝐭 𝐔𝐩𝐝𝐚𝐭𝐞𝐬 𝐭𝐨 𝐓𝐡𝐮𝐧𝐝𝐞𝐫𝐛𝐢𝐫𝐝,https://support.mozilla.org/questions/1438626,,,,,,,,,,4,true,12.34,True,davidsk
1438627,2024-02-02T21:22:19.761384Z,2024-02-02,en-US,troubleshooting,fix-problems;,supernobby,Thunderbird does not display sent messages,https://support.mozilla.org/questions/1438627,os:linux,,,,,,,,,2,true,2.16,False,
1438631,2024-02-02T22:17:44.687940Z,2024-02-02,en-US,troubleshooting,fix-problems;,h.d.clark,Persistent Login Failure,https://support.mozilla.org/questions/1438631,,,,,,m:microsoftemail,isp:btinternet,proto:imap,,1,true,10.97,False,
1438634,2024-02-02T23:31:37.663381Z,2024-02-02,en-US,other,other;,frankzen,Dealing with all email deleted from inbox.,https://support.mozilla.org/questions/1438634,os:windows,,,,,,,,,7,true,8.18,False,
1438637,2024-02-02T23:57:07.112972Z,2024-02-02,en-US,settings,customize;,jcgragg,block list,https://support.mozilla.org/questions/1438637,,,,,,,,,,1,true,7.55,False,
1438643,2024-02-03T02:08:45.500299Z,2024-02-03,en-US,other,other;,roesenerofidaho,"OpenPGP problem ""The secret key that is required to decrypt this message is not available"". Caused: incorrect protonmail",https://support.mozilla.org/questions/1438643,,,,,,m:protonmail,,,,2,true,4.94,True,roesenerofidaho
1438645,2024-02-03T02:22:25.497187Z,2024-02-03,en-US,other,other;,rearlclay2,"thunderbird ""losing emails"" and redownloading all of them",https://support.mozilla.org/questions/1438645,,,,,,,,,,8,true,205.7,False,
1438677,2024-02-03T15:41:47.928208Z,2024-02-03,it,other,other;needsinfo;,1952robyrobis,Precisazione,https://support.mozilla.org/questions/1438677,,,,,,m:gmail,,,,1,true,1.62,False,
1438678,2024-02-03T15:42:06.680492Z,2024-02-03,en-US,troubleshooting,fix-problems;,dd7,Attachments are disabled,https://support.mozilla.org/questions/1438678,,,,,,m:microsoftemail,,,,2,true,7.62,False,
1438682,2024-02-03T16:42:47.404411Z,2024-02-03,en-US,privacy-and-security,privacy-and-security_1;,jennifer.mann.ca,Re: how messages are displayed,https://support.mozilla.org/questions/1438682,,,,,,,,,,3,true,0.36,True,jennifer.mann.ca
1438685,2024-02-03T17:10:20.287581Z,2024-02-03,en-US,installation-and-updates,download-and-install_1;,65patriot,replacing my old laptop (this one) but cannot remember the Email or password I used ! How can I find them ?,https://support.mozilla.org/questions/1438685,,,,,,,,,,1,true,0.34,False,
1438687,2024-02-03T17:21:37.952402Z,2024-02-03,en-US,privacy-and-security,privacy-and-security_1;,tarik.ligwan,"problem when i try to create a new account with a gmail address, connection to the server fails",https://support.mozilla.org/questions/1438687,os:windows,,,,,m:gmail,,proto:oauth,,1,true,0.75,False,
1438688,2024-02-03T17:25:50.475060Z,2024-02-03,en-US,other,other;,rsartist,EMAIL NO LONGER SHOWING BODY OF MESSAGES ON HOME PAGE,https://support.mozilla.org/questions/1438688,,,,,,,,,,1,true,0.14,False,
1438692,2024-02-03T18:10:16.858449Z,2024-02-03,en-US,settings,customize;,forrie1,Save Query Folders Don't Activate,https://support.mozilla.org/questions/1438692,,,,,,,,proto:imap,,2,true,5.08,True,MattAuSupport
1438693,2024-02-03T18:36:34.253215Z,2024-02-03,en-US,troubleshooting,fix-problems;,MrsF,"Folders don't seem to be re-indexed properly after updates, causing [apparent?] duplication of mails.  Caused by Microso",https://support.mozilla.org/questions/1438693,,,,,,,,,av:defender,7,true,14.51,True,christ1
1438696,2024-02-03T20:21:15.784836Z,2024-02-03,en-US,settings,customize;,michaelbertelson,"After upgrading to Thunderbird 115.6.0 (from unknown) on Linux Mint 20.1, email body text defaults to small size",https://support.mozilla.org/questions/1438696,os:linux,,,,,,,,,1,true,22.11,False,
1438697,2024-02-03T20:51:58.607164Z,2024-02-03,en-US,settings,customize;,Outspoken1,Adding additional SMTP Servers - instructions below,https://support.mozilla.org/questions/1438697,,,,,,,,proto:smtp,,0,false,,False,
1438701,2024-02-03T22:31:30.998137Z,2024-02-03,en-US,other,other;,bobmct,how to extract email messages in bulk to a readable local file,https://support.mozilla.org/questions/1438701,,,,,,,,,,1,true,3.87,False,
1438702,2024-02-03T23:06:45.884491Z,2024-02-03,en-US,other,other;,enuf1928,Unable to insert images in email,https://support.mozilla.org/questions/1438702,,,,,,,,,,3,true,0.34,False,
1438703,2024-02-03T23:22:18.435630Z,2024-02-03,en-US,other,other;,dsheehantr,Office 365 accounts with OWL keep disappearing,https://support.mozilla.org/questions/1438703,,,,,,m:microsoftemail,,,,2,true,0.73,False,
1438704,2024-02-03T23:23:22.962579Z,2024-02-03,en-US,troubleshooting,fix-problems;,macleanp77,Can't access my Thunderbird account,https://support.mozilla.org/questions/1438704,,,,,,,,,,15,true,18.26,True,macleanp77
1438705,2024-02-03T23:26:04.522284Z,2024-02-03,en-US,settings,customize;,Rob_Overton,Messages dedelecting immediately upon selection,https://support.mozilla.org/questions/1438705,,,,,,,,,,3,true,0.53,True,MattAuSupport
1438707,2024-02-04T00:02:25.014520Z,2024-02-04,en-US,troubleshooting,fix-problems;,w7wll,Send message error,https://support.mozilla.org/questions/1438707,,,,,,,,proto:smtp,,1,true,1.99,False,
1438708,2024-02-04T00:21:56.877852Z,2024-02-04,en-US,other,other;,dieter106,Shows too many alert bars,https://support.mozilla.org/questions/1438708,,,,,,,,,,1,true,1.87,False,
1438710,2024-02-04T01:18:39.257325Z,2024-02-04,en-US,other,other;,claricemc1,alternate email address,https://support.mozilla.org/questions/1438710,,,,,,,,,,2,true,7.75,False,
1438712,2024-02-04T01:31:15.957577Z,2024-02-04,en-US,settings,customize;,AuntieDiva,Tool tips no longer display when message list display options is set to table view,https://support.mozilla.org/questions/1438712,os:windows,,,,,,,,,1,true,0.64,False,
1438713,2024-02-04T03:16:33.060961Z,2024-02-04,en-US,other,other;,skipb48,Junk Folder and Freebird,https://support.mozilla.org/questions/1438713,,,,,,,,,,3,true,16.94,False,
1438715,2024-02-04T03:58:51.059222Z,2024-02-04,en-US,settings,customize;,tonibluehair78,How to 'unhide',https://support.mozilla.org/questions/1438715,,,,,,,,,,1,true,1.8,False,
1438720,2024-02-04T04:53:50.327874Z,2024-02-04,en-US,installation-and-updates,download-and-install_1;,wacaone,"i tried to change a profile, now i am not able to add any accounts.",https://support.mozilla.org/questions/1438720,,,,,,,,,,1,true,9.59,False,
1438722,2024-02-04T06:09:04.735016Z,2024-02-04,en-US,other,other;,christopher43,Removing Thunderbird,https://support.mozilla.org/questions/1438722,,,,,,,,,,2,true,2.72,True,christopher43
1438724,2024-02-04T08:47:19.304723Z,2024-02-04,en-US,calendar,calendar;troubleshootingdetailsmissing;notathunderbirdproblem;,martingoodchild,Calendar doesn't have 1st March,https://support.mozilla.org/questions/1438724,,,,,,,,,,4,true,9.13,True,martingoodchild
1438727,2024-02-04T11:01:34.779771Z,2024-02-04,en-US,installation-and-updates,download-and-install_1;,AJHunt2870,K-9 Mail - IMPORT SETTINGS,https://support.mozilla.org/questions/1438727,,,,,,,,,,3,true,0.25,True,AJHunt2870
1438736,2024-02-04T15:45:41.320714Z,2024-02-04,en-US,calendar,calendar;,jan.hruska,Calendar invite emails not sent,https://support.mozilla.org/questions/1438736,os:windows,,,,,,,,,0,false,,False,
1438741,2024-02-04T16:55:05.198981Z,2024-02-04,en-US,privacy-and-security,privacy-and-security_1;,cathi.corbett,Password Reset,https://support.mozilla.org/questions/1438741,,,,,,,,,,1,true,0.15,False,
1438743,2024-02-04T17:08:46.360768Z,2024-02-04,en-US,other,other;,edelisi1,Tbird ad,https://support.mozilla.org/questions/1438743,,,,,,,,,,1,true,0.68,False,
1438745,2024-02-04T17:28:42.800211Z,2024-02-04,en-US,other,other;tbdonorcare;,jimerie,"emails deleted - ""delete after xx days""",https://support.mozilla.org/questions/1438745,,,,,,,,,,2,true,0.31,False,
1438747,2024-02-04T17:37:24.017680Z,2024-02-04,en-US,settings,customize;,hanssz,problem with layout Thunderbird German version 115.7.0 (64-Bit),https://support.mozilla.org/questions/1438747,os:windows,,,,,,,,,2,true,0.61,False,
1438751,2024-02-04T19:23:21.403788Z,2024-02-04,en-US,other,other;,drmeyers26,Organizing multiple email addresses,https://support.mozilla.org/questions/1438751,,,,,,,,,,1,true,0.77,False,
1438767,2024-02-04T22:28:57.722953Z,2024-02-04,en-US,other,other;,misterr1000,Thunderbird Message Filters,https://support.mozilla.org/questions/1438767,,,,,,,,,,1,true,14.88,False,
1438772,2024-02-04T23:01:27.379059Z,2024-02-04,en-US,installation-and-updates,download-and-install_1;,sean29,Migrating from Windows to Linux,https://support.mozilla.org/questions/1438772,os:linux,,,,,,,,,1,false,,True,sean29
1438780,2024-02-05T00:37:02.296979Z,2024-02-05,en-US,other,other;,Henrry,Thunderbird 115.7 does not offer suggestions for misspelled words that have been previously added to the user dictionary,https://support.mozilla.org/questions/1438780,,,,,,,,,,1,true,5.53,False,
1438782,2024-02-05T01:00:32.646620Z,2024-02-05,en-US,troubleshooting,fix-problems;,hatmatrix,missing messages,https://support.mozilla.org/questions/1438782,,,,,,,,,,2,true,158.54,False,
1438783,2024-02-05T01:16:47.062282Z,2024-02-05,en-US,settings,customize;,acampbell012,Filtering or sorting folder by tags,https://support.mozilla.org/questions/1438783,,,,,,,,,,1,true,4.74,True,sfhowes
1438787,2024-02-05T03:15:23.675167Z,2024-02-05,en-US,other,other;,urbnsr,Recently Some New Messages Are Marked As Important,https://support.mozilla.org/questions/1438787,os:linux,,,,,,,proto:imap;proto:pop,,3,true,156.69,False,
1438790,2024-02-05T04:04:39.654037Z,2024-02-05,en-US,installation-and-updates,download-and-install_1;,amsuco,Can I Restore My Old Contact List And Emails Without Restoring The Whole Profile?,https://support.mozilla.org/questions/1438790,,,,,,,,,,3,true,8.8,True,davidsk
1438795,2024-02-05T05:12:20.512162Z,2024-02-05,en-US,settings,customize;,mkzariel,Send later for PGP,https://support.mozilla.org/questions/1438795,,,,,,,,,,1,true,20.41,False,
1438796,2024-02-05T05:18:35.523744Z,2024-02-05,en-US,settings,customize;,user45110526906685923625691038933865287035,Show Saved Passwords broken in Version 115.7,https://support.mozilla.org/questions/1438796,,,,,,,,,,0,false,,False,
1438797,2024-02-05T05:34:13.214778Z,2024-02-05,en-US,privacy-and-security,privacy-and-security_1;,kni31139,Need help setting up telstra email - not working,https://support.mozilla.org/questions/1438797,,,,,,,,,,2,true,7.54,False,
1438801,2024-02-05T07:03:27.525492Z,2024-02-05,en-US,settings,customize;,lucie.ouskova,Some of incoming emails cannot find in inbox. Did not shows in my inbox. I must made some filter by accident which I can,https://support.mozilla.org/questions/1438801,,,,,,,,,,0,false,,False,
1438805,2024-02-05T08:52:30.463779Z,2024-02-05,en-US,troubleshooting,fix-problems;,w7wll,Thunderbird Connection Messages,https://support.mozilla.org/questions/1438805,,,,,,,,proto:imap,,10,true,4.16,False,
1438807,2024-02-05T09:16:10.003250Z,2024-02-05,en-US,troubleshooting,fix-problems;,mokrot,Thunderbird problem with a print,https://support.mozilla.org/questions/1438807,,,,,,,,,,0,false,,False,
1438808,2024-02-05T09:30:15.125064Z,2024-02-05,en-US,other,other;,hars.eric,INBOX file is delete when i'm starting Thunderbird,https://support.mozilla.org/questions/1438808,,,,,,,,,,4,true,166.93,True,Toad-Hall
1438811,2024-02-05T10:00:28.307419Z,2024-02-05,en-US,other,other;,blandyuk1,Thunderbird rules wont filter HTML,https://support.mozilla.org/questions/1438811,,,,,,m:microsoftemail,,,,2,true,11.19,False,
1438812,2024-02-05T10:23:27.127656Z,2024-02-05,fi,settings,customize;,kirsti.pitkanennurmi,Thunderbirdini on sekaisin - My Thunderbird chaged oddly,https://support.mozilla.org/questions/1438812,,,,,,m:gmail,,,,0,false,,False,
1438813,2024-02-05T10:28:04.580371Z,2024-02-05,en-US,other,other;,mirolandoni,"All'apertura di Thunderbird, vedo 2 cartelle Bozze e altre 2 per Posta inviata.",https://support.mozilla.org/questions/1438813,,,,,,,,,,0,false,,False,
1438814,2024-02-05T10:37:34.343148Z,2024-02-05,en-US,troubleshooting,fix-problems;,honza.cejka,O365 INBOX doesn't exist.,https://support.mozilla.org/questions/1438814,,,,,,m:microsoftemail,,proto:imap,,2,true,141.71,True,honza.cejka
1438816,2024-02-05T10:57:11.261368Z,2024-02-05,en-US,troubleshooting,fix-problems;,m.goszczynska,Not all messages from yesteray are in Thunderbird,https://support.mozilla.org/questions/1438816,,,,,,,,,,0,false,,False,
1438822,2024-02-05T12:32:36.809149Z,2024-02-05,it,other,other;,belsol.energia,AIUTO Non scarica tutte le email. Si vedono nell'elenco ma non le visualizza AIUTO,https://support.mozilla.org/questions/1438822,,,,,,,,,,4,true,3.22,True,'@next
1438825,2024-02-05T14:00:25.238301Z,2024-02-05,en-US,settings,customize;,493mike,How to clean up left margin? I do not want the huge assortment of folders.,https://support.mozilla.org/questions/1438825,,,,,,,,,,2,true,1.31,False,
1438829,2024-02-05T14:25:25.630758Z,2024-02-05,es,other,other;,ctacarlos,Bandeja de entrada vacia,https://support.mozilla.org/questions/1438829,,,,,,,,,,0,false,,False,
