period,dim,value,count,baseline_median,magnitude,kind,answered_pct,unanswered,median_first_answer_h,question_ids,example_urls,example_titles
2026-07-31,tb_version_major,153,18,0.0,new,new/dormant,100,0,1.5,1595834 1595845 1595865 1595876 1595877 1595882 1595883 1595900 1595914 1595928 1595937 1595941 1595945 1595946 1595956 1595957 1595966 1595968,https://support.mozilla.org/questions/1595834 https://support.mozilla.org/questions/1595845 https://support.mozilla.org/questions/1595865 https://support.mozilla.org/questions/1595876 https://support.mozilla.org/questions/1595877 https://support.mozilla.org/questions/1595882 https://support.mozilla.org/questions/1595883 https://support.mozilla.org/questions/1595900 https://support.mozilla.org/questions/1595914 https://support.mozilla.org/questions/1595928 https://support.mozilla.org/questions/1595937 https://support.mozilla.org/questions/1595941 https://support.mozilla.org/questions/1595945 https://support.mozilla.org/questions/1595946 https://support.mozilla.org/questions/1595956 https://support.mozilla.org/questions/1595957 https://support.mozilla.org/questions/1595966 https://support.mozilla.org/questions/1595968,"Compacting folders progress bar | are you able to use thunderbird email without primary passwo | I need a filter on a message to FULLY FINISH before a next m | Are there any ""best practice"" advice regarding organising st | Errore di autenticazione account gmail"
2026-07-30,tb_version_major,153,9,0.0,new,new/dormant,100,0,29.8,1595713 1595723 1595730 1595732 1595757 1595758 1595804 1595816 1595827,https://support.mozilla.org/questions/1595713 https://support.mozilla.org/questions/1595723 https://support.mozilla.org/questions/1595730 https://support.mozilla.org/questions/1595732 https://support.mozilla.org/questions/1595757 https://support.mozilla.org/questions/1595758 https://support.mozilla.org/questions/1595804 https://support.mozilla.org/questions/1595816 https://support.mozilla.org/questions/1595827,Why do deleted emails remain in my All Mail box? | Thunderbird editor line spacing | F5 no longer works (linux) | Right click not working on spam email | Thunderbird has stopped connecting to the PTD server on ever
2026-07-28,tb_version_major,153,11,0.0,new,new/dormant,82,2,62.6,1595265 1595273 1595316 1595326 1595352 1595358 1595400 1595401 1595416 1595426 1595438,https://support.mozilla.org/questions/1595265 https://support.mozilla.org/questions/1595273 https://support.mozilla.org/questions/1595316 https://support.mozilla.org/questions/1595326 https://support.mozilla.org/questions/1595352 https://support.mozilla.org/questions/1595358 https://support.mozilla.org/questions/1595400 https://support.mozilla.org/questions/1595401 https://support.mozilla.org/questions/1595416 https://support.mozilla.org/questions/1595426 https://support.mozilla.org/questions/1595438,How to delete duplicate folders in three email acounts? | Adding a hotmail email account to Thunderbird 153.0 (64-bit) | cannot configure yahoo mail account in thunderbird. cannot f | Mess after update | how to increase size of text in email opened in Thunderbird
2026-07-27,tb_version_major,153,11,0.0,new,new/dormant,82,2,4.8,1595089 1595090 1595096 1595113 1595142 1595159 1595164 1595180 1595182 1595205 1595217,https://support.mozilla.org/questions/1595089 https://support.mozilla.org/questions/1595090 https://support.mozilla.org/questions/1595096 https://support.mozilla.org/questions/1595113 https://support.mozilla.org/questions/1595142 https://support.mozilla.org/questions/1595159 https://support.mozilla.org/questions/1595164 https://support.mozilla.org/questions/1595180 https://support.mozilla.org/questions/1595182 https://support.mozilla.org/questions/1595205 https://support.mozilla.org/questions/1595217,"add a yohoo email account | backup zip ,841mb ,will not import into thunderbird | System updated despite being set to hold updates | Moved profile isn't working | outlook in thunderbird connection to smtp server failed"
2026-07-26,tb_version_major,153,15,0.0,new,new/dormant,80,3,5.6,1594896 1594901 1594904 1594912 1594945 1594983 1594987 1594990 1595012 1595026 1595030 1595048 1595056 1595057 1595061,https://support.mozilla.org/questions/1594896 https://support.mozilla.org/questions/1594901 https://support.mozilla.org/questions/1594904 https://support.mozilla.org/questions/1594912 https://support.mozilla.org/questions/1594945 https://support.mozilla.org/questions/1594983 https://support.mozilla.org/questions/1594987 https://support.mozilla.org/questions/1594990 https://support.mozilla.org/questions/1595012 https://support.mozilla.org/questions/1595026 https://support.mozilla.org/questions/1595030 https://support.mozilla.org/questions/1595048 https://support.mozilla.org/questions/1595056 https://support.mozilla.org/questions/1595057 https://support.mozilla.org/questions/1595061,"Lost my password | When opening Tbird 153.0, several servers give authenticatio | Click on 'get messages' goes nowhere | spam folder stuck in trash | Please restore that useful counter which showed the progress"
2026-07-24,tb_version_major,153,8,0.0,new,new/dormant,75,2,31.4,1594604 1594673 1594684 1594687 1594698 1594720 1594723 1594725,https://support.mozilla.org/questions/1594604 https://support.mozilla.org/questions/1594673 https://support.mozilla.org/questions/1594684 https://support.mozilla.org/questions/1594687 https://support.mozilla.org/questions/1594698 https://support.mozilla.org/questions/1594720 https://support.mozilla.org/questions/1594723 https://support.mozilla.org/questions/1594725,"""Current operation on Inbox did not succeed for yahoo accoun | Can't get back to inbox from local folders | How do I stop original emails in my inbox from duplicating t | missing a folder that exists on the ISP server | Unable to install gmail address accounts due passkey issues "
2026-07-23,tb_version_major,153,11,0.0,new,new/dormant,82,2,3.0,1594355 1594359 1594394 1594400 1594410 1594444 1594449 1594453 1594478 1594496 1594502,https://support.mozilla.org/questions/1594355 https://support.mozilla.org/questions/1594359 https://support.mozilla.org/questions/1594394 https://support.mozilla.org/questions/1594400 https://support.mozilla.org/questions/1594410 https://support.mozilla.org/questions/1594444 https://support.mozilla.org/questions/1594449 https://support.mozilla.org/questions/1594453 https://support.mozilla.org/questions/1594478 https://support.mozilla.org/questions/1594496 https://support.mozilla.org/questions/1594502,"not sure i  lke the new version | How do I remove the English (US) dictionary from Thunderbird | Imap folders missing | Disable ""Connection to server"" timeout notification | не работает почта"
2026-07-01,tb_version_major,152,11,3.5,3.14,above-baseline,45,6,0.8,1590558 1590593 1590611 1590630 1590645 1590650 1590663 1590666 1590687 1590697 1590708,https://support.mozilla.org/questions/1590558 https://support.mozilla.org/questions/1590593 https://support.mozilla.org/questions/1590611 https://support.mozilla.org/questions/1590630 https://support.mozilla.org/questions/1590645 https://support.mozilla.org/questions/1590650 https://support.mozilla.org/questions/1590663 https://support.mozilla.org/questions/1590666 https://support.mozilla.org/questions/1590687 https://support.mozilla.org/questions/1590697 https://support.mozilla.org/questions/1590708,Chyba editoru při přeposílání (inline): Uzamčení dočasných s | Too much disk space used by Thunderbird | Changing the font size/type for Message Source? | Uninstall not found... TB trying to reset to default | Unable to sign in to a Google Mail account
2026-06-30,tb_version_major,152,9,1.5,6.0,above-baseline,44,5,2.1,1590325 1590372 1590385 1590393 1590399 1590449 1590463 1590495 1590499,https://support.mozilla.org/questions/1590325 https://support.mozilla.org/questions/1590372 https://support.mozilla.org/questions/1590385 https://support.mozilla.org/questions/1590393 https://support.mozilla.org/questions/1590399 https://support.mozilla.org/questions/1590449 https://support.mozilla.org/questions/1590463 https://support.mozilla.org/questions/1590495 https://support.mozilla.org/questions/1590499,"Win11/Ver152 how to attach a file to a message for sending | Urgent question: Wrong email group when I sign in coming up | Hi, after the participant's or party's e-mail address, it ap | Storende pop-up naar aanleiding van verwijderde google-accou | Thunderbird is marking unread messages as read"
2026-06-29,tb_version_major,152,16,1.0,16.0,above-baseline,81,3,6.8,1590162 1590178 1590192 1590198 1590207 1590208 1590210 1590214 1590255 1590272 1590275 1590278 1590283 1590286 1590301 1590307,https://support.mozilla.org/questions/1590162 https://support.mozilla.org/questions/1590178 https://support.mozilla.org/questions/1590192 https://support.mozilla.org/questions/1590198 https://support.mozilla.org/questions/1590207 https://support.mozilla.org/questions/1590208 https://support.mozilla.org/questions/1590210 https://support.mozilla.org/questions/1590214 https://support.mozilla.org/questions/1590255 https://support.mozilla.org/questions/1590272 https://support.mozilla.org/questions/1590275 https://support.mozilla.org/questions/1590278 https://support.mozilla.org/questions/1590283 https://support.mozilla.org/questions/1590286 https://support.mozilla.org/questions/1590301 https://support.mozilla.org/questions/1590307,Funzionamento QRcode per condigurazione Tablet da PC (Trasfe | Adding 2nd outlook accound | Thunderbird on 2 computers when message deleted on one it al | Thunderbird emails have started to only show links and not t | Moving numerous emails in one account
2026-06-27,tb_version_major,152,11,1.0,11.0,above-baseline,100,0,1.3,1589811 1589818 1589841 1589864 1589874 1589877 1589910 1589939 1589944 1589952 1589962,https://support.mozilla.org/questions/1589811 https://support.mozilla.org/questions/1589818 https://support.mozilla.org/questions/1589841 https://support.mozilla.org/questions/1589864 https://support.mozilla.org/questions/1589874 https://support.mozilla.org/questions/1589877 https://support.mozilla.org/questions/1589910 https://support.mozilla.org/questions/1589939 https://support.mozilla.org/questions/1589944 https://support.mozilla.org/questions/1589952 https://support.mozilla.org/questions/1589962,why I'm getting this message from google:  the provider for  | My wife sends me a message and it shows it;s from someone el | Cannot delete messages | Password for a unknown mail address. | Any attempt to add a Nextcloud CalDAV calendar to Thunderbir
2026-06-26,tb_version_major,152,17,1.0,17.0,above-baseline,82,3,2.3,1589625 1589639 1589641 1589642 1589655 1589656 1589657 1589680 1589710 1589727 1589735 1589743 1589745 1589749 1589769 1589788 1589805,https://support.mozilla.org/questions/1589625 https://support.mozilla.org/questions/1589639 https://support.mozilla.org/questions/1589641 https://support.mozilla.org/questions/1589642 https://support.mozilla.org/questions/1589655 https://support.mozilla.org/questions/1589656 https://support.mozilla.org/questions/1589657 https://support.mozilla.org/questions/1589680 https://support.mozilla.org/questions/1589710 https://support.mozilla.org/questions/1589727 https://support.mozilla.org/questions/1589735 https://support.mozilla.org/questions/1589743 https://support.mozilla.org/questions/1589745 https://support.mozilla.org/questions/1589749 https://support.mozilla.org/questions/1589769 https://support.mozilla.org/questions/1589788 https://support.mozilla.org/questions/1589805,"Thunderbird Message Filtering | Help needed to resolve error 400 sign in request? | The Status Bar and progress bar do not show during prompted  | trouble creating an identity | When i reply to email, can have ""from"" address to be whateve"
2026-06-25,tb_version_major,152,15,1.0,15.0,above-baseline,93,1,4.8,1589455 1589473 1589482 1589488 1589497 1589507 1589510 1589517 1589525 1589533 1589555 1589557 1589563 1589581 1589608,https://support.mozilla.org/questions/1589455 https://support.mozilla.org/questions/1589473 https://support.mozilla.org/questions/1589482 https://support.mozilla.org/questions/1589488 https://support.mozilla.org/questions/1589497 https://support.mozilla.org/questions/1589507 https://support.mozilla.org/questions/1589510 https://support.mozilla.org/questions/1589517 https://support.mozilla.org/questions/1589525 https://support.mozilla.org/questions/1589533 https://support.mozilla.org/questions/1589555 https://support.mozilla.org/questions/1589557 https://support.mozilla.org/questions/1589563 https://support.mozilla.org/questions/1589581 https://support.mozilla.org/questions/1589608,"How do I prevent automatic updates? | versendete Mail wird nicht im Ordner SentMail angezeigt, wo  | Cannot move or copy multiple messages | Assistance Required: Password Protection for Thunderbird Cli | Unable to send or receive emails."
2026-06-24,tb_version_major,152,12,0.5,24.0,above-baseline,75,3,4.3,1589243 1589281 1589308 1589325 1589332 1589335 1589339 1589342 1589344 1589353 1589380 1589395,https://support.mozilla.org/questions/1589243 https://support.mozilla.org/questions/1589281 https://support.mozilla.org/questions/1589308 https://support.mozilla.org/questions/1589325 https://support.mozilla.org/questions/1589332 https://support.mozilla.org/questions/1589335 https://support.mozilla.org/questions/1589339 https://support.mozilla.org/questions/1589342 https://support.mozilla.org/questions/1589344 https://support.mozilla.org/questions/1589353 https://support.mozilla.org/questions/1589380 https://support.mozilla.org/questions/1589395,"迷惑メールフォルダーに入っていた迷惑メールが勝手にゴミ箱に移動してしまう | Mozilla Thunderbird no ordena las carpetas alfabéticamente s | We're unable to complete your request error when Thunderbird | After laptop reset, my inbox, sent emails, and templates are | Signature does not apply when I forward an email."
2026-06-23,tb_version_major,152,10,0.0,new,new/dormant,90,1,2.0,1589123 1589138 1589159 1589173 1589179 1589191 1589199 1589202 1589211 1589226,https://support.mozilla.org/questions/1589123 https://support.mozilla.org/questions/1589138 https://support.mozilla.org/questions/1589159 https://support.mozilla.org/questions/1589173 https://support.mozilla.org/questions/1589179 https://support.mozilla.org/questions/1589191 https://support.mozilla.org/questions/1589199 https://support.mozilla.org/questions/1589202 https://support.mozilla.org/questions/1589211 https://support.mozilla.org/questions/1589226,How can I view in calendar 7 days on one screen. No matter w | I am trying to enter new settings and can't locate the page | E Mial client listing order | emails move on their own from inbox to trash folder (locked  | Gamla adressboken
2026-06-22,tb_version_major,152,10,0.0,new,new/dormant,100,0,1.0,1588926 1588933 1588938 1588967 1588974 1588984 1589014 1589022 1589025 1589028,https://support.mozilla.org/questions/1588926 https://support.mozilla.org/questions/1588933 https://support.mozilla.org/questions/1588938 https://support.mozilla.org/questions/1588967 https://support.mozilla.org/questions/1588974 https://support.mozilla.org/questions/1588984 https://support.mozilla.org/questions/1589014 https://support.mozilla.org/questions/1589022 https://support.mozilla.org/questions/1589025 https://support.mozilla.org/questions/1589028,Thunderbird reloading one account on startup and account's f | All of a sudden my emails are permanently staying in bold in | My Gmail Imap is in Local Folders and I want to move it to t | Thunderbird seems to have replaced my login password for com | Ho scaricato Thunderbird ma per completare l'installazione i
2026-06-19,tb_version_major,152,12,0.0,new,new/dormant,92,1,2.0,1588290 1588292 1588311 1588331 1588332 1588335 1588345 1588351 1588384 1588386 1588394 1588405,https://support.mozilla.org/questions/1588290 https://support.mozilla.org/questions/1588292 https://support.mozilla.org/questions/1588311 https://support.mozilla.org/questions/1588331 https://support.mozilla.org/questions/1588332 https://support.mozilla.org/questions/1588335 https://support.mozilla.org/questions/1588345 https://support.mozilla.org/questions/1588351 https://support.mozilla.org/questions/1588384 https://support.mozilla.org/questions/1588386 https://support.mozilla.org/questions/1588394 https://support.mozilla.org/questions/1588405,Thunderbird keeps asking for password for 3 email accounts s | Calendar (Thunderbird 152 on Windows 11)  keeps asking authe | Received Address book contact goes to 'spam' folder | PROBLEMI MAIL | Local Folder Space
2026-06-18,tb_version_major,152,13,0.0,new,new/dormant,92,1,2.6,1588073 1588093 1588098 1588132 1588143 1588174 1588176 1588209 1588222 1588234 1588251 1588256 1588268,https://support.mozilla.org/questions/1588073 https://support.mozilla.org/questions/1588093 https://support.mozilla.org/questions/1588098 https://support.mozilla.org/questions/1588132 https://support.mozilla.org/questions/1588143 https://support.mozilla.org/questions/1588174 https://support.mozilla.org/questions/1588176 https://support.mozilla.org/questions/1588209 https://support.mozilla.org/questions/1588222 https://support.mozilla.org/questions/1588234 https://support.mozilla.org/questions/1588251 https://support.mozilla.org/questions/1588256 https://support.mozilla.org/questions/1588268,"How do I remove the message count - see image | Emails stay bold after they are opened | Is there an easy way to switch from BetterBird to Thunderbir | la structure des répertoires de thunderbird n'a pu etre list | email bericht verwijderd uit de prullenbak, deze weer terug "
2026-06-02,tb_version_major,151,10,2.0,5.0,above-baseline,30,7,4.7,1585164 1585167 1585179 1585181 1585187 1585210 1585216 1585218 1585233 1585266,https://support.mozilla.org/questions/1585164 https://support.mozilla.org/questions/1585167 https://support.mozilla.org/questions/1585179 https://support.mozilla.org/questions/1585181 https://support.mozilla.org/questions/1585187 https://support.mozilla.org/questions/1585210 https://support.mozilla.org/questions/1585216 https://support.mozilla.org/questions/1585218 https://support.mozilla.org/questions/1585233 https://support.mozilla.org/questions/1585266,"Problém přeposlání emailu s přílohou | do not export the emails | ""Sending Message"" progress box never closes | Reminder snooze options ""x minutes before start"" | Can't send email anymore"
2026-05-29,tb_version_major,151,13,0.0,new,new/dormant,92,1,14.0,1584400 1584405 1584425 1584490 1584491 1584492 1584519 1584522 1584535 1584538 1584543 1584561 1584576,https://support.mozilla.org/questions/1584400 https://support.mozilla.org/questions/1584405 https://support.mozilla.org/questions/1584425 https://support.mozilla.org/questions/1584490 https://support.mozilla.org/questions/1584491 https://support.mozilla.org/questions/1584492 https://support.mozilla.org/questions/1584519 https://support.mozilla.org/questions/1584522 https://support.mozilla.org/questions/1584535 https://support.mozilla.org/questions/1584538 https://support.mozilla.org/questions/1584543 https://support.mozilla.org/questions/1584561 https://support.mozilla.org/questions/1584576,Emails in inbox will not drag into sub folders | Can't delete duplicate Spam folder | how can I export the ASCII-armored public key? | Can't set up IMAP account in Thunderbird | tips for better calendar in Thunderbird
2026-05-28,tb_version_major,151,19,0.0,new,new/dormant,95,1,4.8,1584166 1584178 1584183 1584184 1584191 1584241 1584246 1584254 1584278 1584289 1584306 1584310 1584318 1584329 1584343 1584345 1584356 1584365 1584378,https://support.mozilla.org/questions/1584166 https://support.mozilla.org/questions/1584178 https://support.mozilla.org/questions/1584183 https://support.mozilla.org/questions/1584184 https://support.mozilla.org/questions/1584191 https://support.mozilla.org/questions/1584241 https://support.mozilla.org/questions/1584246 https://support.mozilla.org/questions/1584254 https://support.mozilla.org/questions/1584278 https://support.mozilla.org/questions/1584289 https://support.mozilla.org/questions/1584306 https://support.mozilla.org/questions/1584310 https://support.mozilla.org/questions/1584318 https://support.mozilla.org/questions/1584329 https://support.mozilla.org/questions/1584343 https://support.mozilla.org/questions/1584345 https://support.mozilla.org/questions/1584356 https://support.mozilla.org/questions/1584365 https://support.mozilla.org/questions/1584378,certificate for imap.gmail does not come from a trusted sour | I get a message that says my server certificate has expired  | Thunderbird在双屏上 怎么控制通知弹窗 | Emails are not getting downloaded | have 4 email addresses my X@optusnet.com.au cannot transmit 
2026-05-27,tb_version_major,151,19,0.0,new,new/dormant,84,3,11.4,1583982 1583987 1584025 1584031 1584040 1584041 1584049 1584051 1584065 1584080 1584086 1584089 1584100 1584115 1584118 1584142 1584145 1584156 1584158,https://support.mozilla.org/questions/1583982 https://support.mozilla.org/questions/1583987 https://support.mozilla.org/questions/1584025 https://support.mozilla.org/questions/1584031 https://support.mozilla.org/questions/1584040 https://support.mozilla.org/questions/1584041 https://support.mozilla.org/questions/1584049 https://support.mozilla.org/questions/1584051 https://support.mozilla.org/questions/1584065 https://support.mozilla.org/questions/1584080 https://support.mozilla.org/questions/1584086 https://support.mozilla.org/questions/1584089 https://support.mozilla.org/questions/1584100 https://support.mozilla.org/questions/1584115 https://support.mozilla.org/questions/1584118 https://support.mozilla.org/questions/1584142 https://support.mozilla.org/questions/1584145 https://support.mozilla.org/questions/1584156 https://support.mozilla.org/questions/1584158,Why is spam from email addesses that are not in my address b | Unable to receive new emails even after deleting old message | Hoe bevestig ik de reminder zonder verwijderen? | Why Thunderbird hide yohoo accounts in Unufied folders? | can't receive messages since I updated this morning
2026-05-26,tb_version_major,151,13,0.0,new,new/dormant,92,1,52.5,1583799 1583802 1583817 1583826 1583831 1583840 1583882 1583895 1583896 1583933 1583935 1583941 1583944,https://support.mozilla.org/questions/1583799 https://support.mozilla.org/questions/1583802 https://support.mozilla.org/questions/1583817 https://support.mozilla.org/questions/1583826 https://support.mozilla.org/questions/1583831 https://support.mozilla.org/questions/1583840 https://support.mozilla.org/questions/1583882 https://support.mozilla.org/questions/1583895 https://support.mozilla.org/questions/1583896 https://support.mozilla.org/questions/1583933 https://support.mozilla.org/questions/1583935 https://support.mozilla.org/questions/1583941 https://support.mozilla.org/questions/1583944,"Authentication error when migrating Yahoo mail to Thunderbir | thunderbird is doubling my outgoing (sent) email, why? | Calendar Unavailable After Import Attempt | how to send spam straight to the spam folder | Provo a configurare Thunderbird ma il quadro e' oltre lo scr"
2026-05-25,tb_version_major,151,9,0.0,new,new/dormant,100,0,2.6,1583611 1583640 1583683 1583686 1583707 1583716 1583731 1583747 1583779,https://support.mozilla.org/questions/1583611 https://support.mozilla.org/questions/1583640 https://support.mozilla.org/questions/1583683 https://support.mozilla.org/questions/1583686 https://support.mozilla.org/questions/1583707 https://support.mozilla.org/questions/1583716 https://support.mozilla.org/questions/1583731 https://support.mozilla.org/questions/1583747 https://support.mozilla.org/questions/1583779,How to turn on <tab> usage? | Thunderbird has slowed down significantly | Have just been upgraded to Thunderbird Release 151.0 and can | Preventing treading and reloading all my emails | multiple selection is pointless
2026-05-24,tb_version_major,151,9,0.0,new,new/dormant,78,2,5.5,1583438 1583463 1583477 1583486 1583493 1583531 1583564 1583567 1583610,https://support.mozilla.org/questions/1583438 https://support.mozilla.org/questions/1583463 https://support.mozilla.org/questions/1583477 https://support.mozilla.org/questions/1583486 https://support.mozilla.org/questions/1583493 https://support.mozilla.org/questions/1583531 https://support.mozilla.org/questions/1583564 https://support.mozilla.org/questions/1583567 https://support.mozilla.org/questions/1583610,"Ddelete mail from the server. | Does clearing up disk space from this option delete the emai | What does this mean - ""Sending of the message failed. The me | Thunderbird Login Outlook.com Mailbox Port Clash Bug | geen mail van gmail"
2026-05-23,tb_version_major,151,8,0.0,new,new/dormant,88,1,4.9,1583256 1583271 1583289 1583336 1583381 1583384 1583393 1583395,https://support.mozilla.org/questions/1583256 https://support.mozilla.org/questions/1583271 https://support.mozilla.org/questions/1583289 https://support.mozilla.org/questions/1583336 https://support.mozilla.org/questions/1583381 https://support.mozilla.org/questions/1583384 https://support.mozilla.org/questions/1583393 https://support.mozilla.org/questions/1583395,Clean install of thunderbird but no profile found in usual l | I cannot turn off 'threading' of messages. Ugh. | Messages of sent folder are disappeared | why are suddenly are all my emails going right to my trash b | Need help to have icon thunderbird on the tasbar.
2026-05-21,tb_version_major,151,10,0.0,new,new/dormant,90,1,2.5,1582899 1582914 1582920 1582948 1582967 1583006 1583028 1583030 1583046 1583055,https://support.mozilla.org/questions/1582899 https://support.mozilla.org/questions/1582914 https://support.mozilla.org/questions/1582920 https://support.mozilla.org/questions/1582948 https://support.mozilla.org/questions/1582967 https://support.mozilla.org/questions/1583006 https://support.mozilla.org/questions/1583028 https://support.mozilla.org/questions/1583030 https://support.mozilla.org/questions/1583046 https://support.mozilla.org/questions/1583055,Thunderbird 151 message list in table view now has awful pit | import from old outlook | Posta inviata ma non compare in inviata | Why am I getting google sign in and authentication error whe | Problemi con importazione profilo con account Tiscali
2026-05-20,tb_version_major,151,11,0.0,new,new/dormant,73,3,2.5,1582677 1582681 1582702 1582713 1582728 1582731 1582753 1582768 1582799 1582808 1582835,https://support.mozilla.org/questions/1582677 https://support.mozilla.org/questions/1582681 https://support.mozilla.org/questions/1582702 https://support.mozilla.org/questions/1582713 https://support.mozilla.org/questions/1582728 https://support.mozilla.org/questions/1582731 https://support.mozilla.org/questions/1582753 https://support.mozilla.org/questions/1582768 https://support.mozilla.org/questions/1582799 https://support.mozilla.org/questions/1582808 https://support.mozilla.org/questions/1582835,Quick Filter shows only a few results. | Avvio di Thunderbird strano | Outlook Calendar Support for Version 151 | Message list background turned full black after 151.0 update | password problem
2026-05-06,tb_version_major,150,22,3.5,6.29,above-baseline,95,1,2.5,1580203 1580207 1580225 1580247 1580249 1580258 1580263 1580274 1580280 1580282 1580285 1580299 1580306 1580317 1580322 1580325 1580326 1580352 1580361 1580362 1580366 1580369,https://support.mozilla.org/questions/1580203 https://support.mozilla.org/questions/1580207 https://support.mozilla.org/questions/1580225 https://support.mozilla.org/questions/1580247 https://support.mozilla.org/questions/1580249 https://support.mozilla.org/questions/1580258 https://support.mozilla.org/questions/1580263 https://support.mozilla.org/questions/1580274 https://support.mozilla.org/questions/1580280 https://support.mozilla.org/questions/1580282 https://support.mozilla.org/questions/1580285 https://support.mozilla.org/questions/1580299 https://support.mozilla.org/questions/1580306 https://support.mozilla.org/questions/1580317 https://support.mozilla.org/questions/1580322 https://support.mozilla.org/questions/1580325 https://support.mozilla.org/questions/1580326 https://support.mozilla.org/questions/1580352 https://support.mozilla.org/questions/1580361 https://support.mozilla.org/questions/1580362 https://support.mozilla.org/questions/1580366 https://support.mozilla.org/questions/1580369,"Cannot transfer profile/emails from one computer to another | Customización de la bandeja de entrada | errore in Invio Posta | New Security Codes for vodafonemail.de, TLS Code not in Thun | Why have all my folders disappeared apart from my inbox?"
2026-05-05,tb_version_major,150,19,1.0,19.0,above-baseline,68,6,4.5,1579996 1580004 1580007 1580014 1580036 1580037 1580061 1580072 1580084 1580085 1580119 1580121 1580135 1580139 1580162 1580165 1580176 1580181 1580187,https://support.mozilla.org/questions/1579996 https://support.mozilla.org/questions/1580004 https://support.mozilla.org/questions/1580007 https://support.mozilla.org/questions/1580014 https://support.mozilla.org/questions/1580036 https://support.mozilla.org/questions/1580037 https://support.mozilla.org/questions/1580061 https://support.mozilla.org/questions/1580072 https://support.mozilla.org/questions/1580084 https://support.mozilla.org/questions/1580085 https://support.mozilla.org/questions/1580119 https://support.mozilla.org/questions/1580121 https://support.mozilla.org/questions/1580135 https://support.mozilla.org/questions/1580139 https://support.mozilla.org/questions/1580162 https://support.mozilla.org/questions/1580165 https://support.mozilla.org/questions/1580176 https://support.mozilla.org/questions/1580181 https://support.mozilla.org/questions/1580187,Import more outlook accounts into the local folder in thunde | Add New Folder | Change pop 3 to IMAP | Import does not work | Thunderbird for Android security
2026-05-03,tb_version_major,150,10,1.0,10.0,above-baseline,100,0,2.3,1579676 1579699 1579737 1579753 1579758 1579761 1579775 1579790 1579812 1579822,https://support.mozilla.org/questions/1579676 https://support.mozilla.org/questions/1579699 https://support.mozilla.org/questions/1579737 https://support.mozilla.org/questions/1579753 https://support.mozilla.org/questions/1579758 https://support.mozilla.org/questions/1579761 https://support.mozilla.org/questions/1579775 https://support.mozilla.org/questions/1579790 https://support.mozilla.org/questions/1579812 https://support.mozilla.org/questions/1579822,"I see others in their email, have a standard ending with the | I am attempting to add an email from ""roadrunner.com"" into t | holiday response | Non riesco ad aggiungere l'account di gmail.com mi appare er | How can I stop the synchronisation of the source email to Th"
2026-05-01,tb_version_major,150,8,0.0,new,new/dormant,50,4,18.1,1579394 1579419 1579422 1579461 1579471 1579503 1579519 1579540,https://support.mozilla.org/questions/1579394 https://support.mozilla.org/questions/1579419 https://support.mozilla.org/questions/1579422 https://support.mozilla.org/questions/1579461 https://support.mozilla.org/questions/1579471 https://support.mozilla.org/questions/1579503 https://support.mozilla.org/questions/1579519 https://support.mozilla.org/questions/1579540,"Thunderbird has suddenly gone insane -- ""From"" information w | Is it possible to have the calendar run as a separate app? | SÜTUN UZUNLUKLARI | Why does one account have a different color in the left pane | How to solve the problem with the constant message ""No new m"
2026-04-30,tb_version_major,150,12,0.0,new,new/dormant,75,3,0.8,1579249 1579255 1579264 1579283 1579311 1579315 1579345 1579346 1579348 1579359 1579368 1579381,https://support.mozilla.org/questions/1579249 https://support.mozilla.org/questions/1579255 https://support.mozilla.org/questions/1579264 https://support.mozilla.org/questions/1579283 https://support.mozilla.org/questions/1579311 https://support.mozilla.org/questions/1579315 https://support.mozilla.org/questions/1579345 https://support.mozilla.org/questions/1579346 https://support.mozilla.org/questions/1579348 https://support.mozilla.org/questions/1579359 https://support.mozilla.org/questions/1579368 https://support.mozilla.org/questions/1579381,"Completed todos disappear in Tasks list of CalDAV calendar ( | Thunderbird is not recognising my BT account password | Send Message Error only when sending mail using a SoGO acoun | downloading approximately 35 gb of emails with attachments i | Goedendag, ik hebt problemen met iets uitprinten van e-mails"
2026-04-29,tb_version_major,150,14,0.0,new,new/dormant,57,6,5.5,1579004 1579018 1579033 1579047 1579080 1579092 1579098 1579107 1579112 1579119 1579125 1579138 1579154 1579209,https://support.mozilla.org/questions/1579004 https://support.mozilla.org/questions/1579018 https://support.mozilla.org/questions/1579033 https://support.mozilla.org/questions/1579047 https://support.mozilla.org/questions/1579080 https://support.mozilla.org/questions/1579092 https://support.mozilla.org/questions/1579098 https://support.mozilla.org/questions/1579107 https://support.mozilla.org/questions/1579112 https://support.mozilla.org/questions/1579119 https://support.mozilla.org/questions/1579125 https://support.mozilla.org/questions/1579138 https://support.mozilla.org/questions/1579154 https://support.mozilla.org/questions/1579209,Thunderbird will not login to Optimum mail | Anti-spam program that learns | How do I create mail filters with wildcarded parts? | Thunderbird does not show icloud Birthday Calender | I can't connect to the outgoing server.
