id,is_trusted_contributor,creator
1552925,true,MattAuSupport
1552932,true,MattAuSupport
1552936,true,mozilla98
1552947,true,MattAuSupport
1552948,true,MattAuSupport
1552982,true,sfhowes
1552998,true,pcp04
1553013,true,davidsk
1553025,true,Mozilla-assistent
1553026,true,christ1
1553033,true,davidsk
1553072,true,maxcoder
1553086,true,Googlethunderbird.
1553091,true,mozilla98
1553105,true,siffemoz
1553110,true,sfhowes
1553128,true,siffemoz
1553179,true,davidsk
1553191,true,davidsk
1553198,true,wsmwk
1553209,true,markh2
1553220,true,davidsk
1553230,true,Yu5tiqX9og
1553235,true,poljos-moz
1553256,true,wsmwk
1553265,true,davidsk
1553266,true,davidsk
1553279,true,mozilla98
1553282,true,mozilla98
1553285,true,mozilla98
1553304,true,mozilla98
1553305,true,pcp04
1553306,true,@next
1553346,true,mozilla98
1553349,true,mozilla98
1553351,true,mozilla98
1553352,true,mozilla98
1553359,true,siffemoz
1553370,true,sfhowes
1553380,true,wsmwk
1553421,true,@next
1553423,true,@next
1553424,true,mozilla98
1553446,true,Mad_Maks
1553478,true,@next
1553494,true,davidsk
1553498,true,davidsk
1553509,true,davidsk
1553524,true,Googlethunderbird.
1553528,true,Googlethunderbird.
1553543,true,MattAuSupport
1553545,true,Toad-Hall
1553552,true,sfhowes
1553555,true,wsmwk
1553556,true,sfhowes
1553584,true,davidsk
1553589,true,wsmwk
1553616,true,siffemoz
1553628,true,sfhowes
1553641,true,davidsk
1553642,true,wsmwk
1553651,true,Yu5tiqX9og
1553656,true,wsmwk
1553661,true,@next
1553674,true,Mapenzi
1553681,true,siffemoz
1553682,true,sfhowes
1553705,true,sfhowes
1553706,true,James
1553722,true,Mozilla-assistent
1553743,true,sfhowes
1553766,true,siffemoz
1553788,true,wsmwk
1553789,true,davidsk
1553790,true,Toad-Hall
1553817,true,wsmwk
1553818,true,wsmwk
1553824,true,Toad-Hall
1553843,true,Toad-Hall
1553858,true,davidsk
1553872,true,davidsk
1553877,true,davidsk
1553883,true,Agentvirtuel
1553944,true,davidsk
1553950,true,Toad-Hall
1553952,true,davidsk
1553971,true,mozilla98
1553973,true,sfhowes
1553987,true,davidsk
1553988,true,davidsk
1554011,true,sfhowes
1554017,true,davidsk
1554024,true,davidsk
1554047,true,Mozilla-assistent
1554069,true,MattAuSupport
1554074,true,wsmwk
1554099,true,davidsk
1554114,true,davidsk
1554115,true,sfhowes
1554153,true,Toad-Hall
1554159,true,Yu5tiqX9og
1554167,true,Googlethunderbird.
1554168,true,davidsk
1554171,true,mozilla98
1554202,true,wsmwk
1554203,true,Mapenzi
1554207,true,@next
1554212,true,sfhowes
1554224,true,siffemoz
1554227,true,siffemoz
1554238,true,sfhowes
1554243,true,wsmwk
1554247,true,davidsk
1554272,true,Googlethunderbird.
1554287,true,Googlethunderbird.
1554360,true,pcp04
1554370,true,Googlethunderbird.
1554372,true,davidsk
1554377,true,mozilla98
1554390,true,davidsk
1554396,true,Googlethunderbird.
1554399,true,mozilla98
1554410,true,sfhowes
1554418,true,sfhowes
1554428,true,christ1
1554444,true,davidsk
1554457,true,davidsk
1554458,true,davidsk
1554460,true,Mad_Maks
1554467,true,christ1
1554481,true,mozilla98
1554499,true,davidsk
1554502,true,davidsk
1554522,true,Mapenzi
1554542,true,christ1
1554598,true,mozilla98
1554630,true,wsmwk
1554631,true,Mapenzi
1554662,true,wsmwk
1554675,true,davidsk
1554710,true,davidsk
1554744,false,helpemailtales1
1554752,true,davidsk
1554754,true,poljos-moz
1554761,true,pcp04
1554766,true,wsmwk
1554778,true,Mozilla-assistent
1554813,true,siffemoz
1554818,true,Mapenzi
1554820,true,Toad-Hall
1554825,true,wsmwk
1554836,true,christ1
1554839,true,markh2
1554842,false,glindathegood
1554843,true,Mapenzi
1554851,true,markh2
1554892,true,sfhowes
1554902,true,Mapenzi
1554903,true,davidsk
1554919,true,siffemoz
1554925,true,Toad-Hall
1554926,true,sfhowes
1554972,true,christ1
1554987,true,wsmwk
1554988,true,Mapenzi
1554996,true,davidsk
1555000,true,@next
1555009,true,mozilla98
1555011,true,davidsk
1555018,true,davidsk
1555021,true,Mapenzi
1555027,true,davidsk
1555029,true,mozilla98
1555039,true,davidsk
1555044,true,davidsk
1555049,true,davidsk
1555078,true,christ1
1555080,true,Mapenzi
1555128,true,mozilla98
1555141,true,MattAuSupport
1555145,true,davidsk
1555157,true,siffemoz
1555164,true,davidsk
1555203,true,Toad-Hall
1555220,true,Mapenzi
1555226,true,Mozilla-assistent
1555228,true,davidsk
1555235,true,@next
1555247,true,Mapenzi
1555260,true,davidsk
1555270,false,Fjoerfoks
1555276,true,Mozilla-assistent
1555278,true,Mozilla-assistent
1555281,false,henryjameswork.123
1555283,true,wsmwk
1555288,true,@next
1555290,true,christ1
1555298,true,@next
1555336,true,@next
1555346,true,Toad-Hall
1555353,true,christ1
1555362,true,christ1
1555386,true,@next
1555398,true,davidsk
1555409,true,Mapenzi
1555430,true,Mapenzi
1555439,true,davidsk
1555478,true,Toad-Hall
1555500,true,Toad-Hall
1555505,true,Toad-Hall
1555530,true,mozilla98
1555550,true,markh2
1555569,true,Mapenzi
1555571,true,wsmwk
1555608,true,wsmwk
1555625,true,mozilla98
1555631,true,MattAuSupport
1555634,true,christ1
1555640,true,christ1
1555642,true,davidsk
1555647,true,wsmwk
1555648,true,wsmwk
1555660,true,MattAuSupport
1555667,true,mozilla98
1555680,true,Toad-Hall
1555682,true,mozilla98
1555683,true,MattAuSupport
1555687,true,MattAuSupport
1555694,true,Toad-Hall
1555700,true,wsmwk
1555701,true,wsmwk
1555714,true,davidsk
1555716,true,sfhowes
1555739,false,jkglas
1555741,true,poljos-moz
1555754,true,Toad-Hall
1555765,true,MattAuSupport
1555772,true,davidsk
1555796,true,siffemoz
1555802,true,MattAuSupport
1555816,true,siffemoz
1555817,true,christ1
1555826,true,pcp04
1555837,true,Mapenzi
1555839,true,davidsk
1555850,true,@next
1555855,true,Mapenzi
1555865,true,MattAuSupport
1555877,true,mozilla98
1555883,true,MattAuSupport
1555886,true,sfhowes
1555894,true,@next
1555914,true,Mad_Maks
1555918,true,wsmwk
1555931,true,mozilla98
1555934,true,MattAuSupport
1555948,true,MattAuSupport
1555960,true,MattAuSupport
1555964,true,wsmwk
1556000,true,christ1
1556039,true,sfhowes
1556057,true,sfhowes
1556086,true,sfhowes
1556088,true,Mapenzi
1556102,true,davidsk
1556103,true,MattAuSupport
1556112,true,davidsk
1556128,true,sfhowes
1556131,true,mozilla98
1556183,true,mozilla98
1556186,true,MattAuSupport
1556205,true,MattAuSupport
1556224,true,wsmwk
1556225,false,norhorn
1556241,true,davidsk
1556252,false,jsteifel
1556259,true,Agentvirtuel
1556265,true,davidsk
1556281,true,davidsk
1556329,true,Toad-Hall
1556333,true,mozilla98
1556335,true,MattAuSupport
1556338,true,MattAuSupport
1556342,true,MattAuSupport
1556348,true,MattAuSupport
1556366,true,MattAuSupport
1556381,true,Ansamb
1556397,true,Mad_Maks
1556408,true,christ1
1556410,true,christ1
1556427,true,davidsk
1556437,true,Mapenzi
1556441,true,davidsk
1556443,true,wsmwk
1556445,true,Yu5tiqX9og
1556447,true,davidsk
1556458,true,davidsk
1556460,true,davidsk
1556476,true,christ1
1556486,true,MattAuSupport
1556489,true,wsmwk
1556492,true,sfhowes
1556500,true,Mapenzi
1556507,true,mozilla98
1556514,true,MattAuSupport
1556525,true,wsmwk
1556546,true,wsmwk
1556572,true,@next
1556578,true,@next
1556580,false,rooclown101
1556588,true,pcp04
1556595,true,mozilla98
1556614,true,MattAuSupport
1556625,true,davidsk
1556641,true,mozilla98
1556657,true,siffemoz
1556659,true,MattAuSupport
1556662,true,davidsk
1556678,true,MattAuSupport
1556695,true,wsmwk
1556700,true,siffemoz
1556705,true,siffemoz
1556745,true,mozilla98
1556754,true,wsmwk
1556760,true,wsmwk
1556790,true,Toad-Hall
1556793,true,sfhowes
1556794,true,mozilla98
1556848,true,wsmwk
1556856,true,davidsk
1556867,true,Ansamb
1556877,true,siffemoz
1556907,true,@next
1556917,true,davidsk
1556920,true,MattAuSupport
1556925,true,wsmwk
1556944,true,mozilla98
1556956,true,MattAuSupport
1556971,true,Toad-Hall
1556975,true,davidsk
1556976,true,pcp04
1556993,true,mozilla98
1557000,true,davidsk
1557016,true,davidsk
1557018,true,mozilla98
1557026,true,MattAuSupport
1557032,true,mozilla98
1557034,true,MattAuSupport
1557090,true,MattAuSupport
1557098,true,mozilla98
1557102,true,siffemoz
1557119,true,wsmwk
1557139,true,MichelT
1557144,true,@next
1557150,true,wsmwk
1557160,true,davidsk
1557162,true,davidsk
1557171,true,davidsk
1557176,true,MattAuSupport
1557179,true,Mapenzi
1557230,true,wsmwk
1557237,true,Toad-Hall
1557246,true,MattAuSupport
1557290,true,Toad-Hall
1557297,true,christ1
1557299,true,mozilla98
1557303,true,Mapenzi
1557314,true,siffemoz
1557338,true,mozilla98
1557346,true,davidsk
1557348,true,MattAuSupport
1557352,true,Toad-Hall
1557358,true,davidsk
1557360,true,MattAuSupport
1557370,true,poljos-moz
1557374,true,davidsk
1557425,true,rednoise
1557438,true,pcp04
1557447,true,davidsk
1557450,true,davidsk
1557462,true,@next
1557469,true,mozilla98
1557472,true,Toad-Hall
1557480,true,davidsk
1557498,true,@next
1557499,true,@next
1557516,true,davidsk
1557531,true,mozilla98
1557542,true,siffemoz
1557545,true,MattAuSupport
1557554,true,MattAuSupport
1557555,true,sfhowes
1557565,true,Mapenzi
1557588,true,davidsk
1557592,true,Toad-Hall
1557603,true,markh2
1557632,true,davidsk
1557640,true,christ1
1557644,true,Mapenzi
1557647,true,christ1
1557651,true,davidsk
1557652,true,pcp04
1557657,true,Toad-Hall
1557665,true,christ1
1557666,true,davidsk
1557667,true,davidsk
1557683,true,wsmwk
1557684,true,Mapenzi
1557716,true,siffemoz
1557720,true,wsmwk
1557729,true,MattAuSupport
1557771,true,mozilla98
1557774,true,davidsk
1557782,true,rednoise
1557796,false,rooclown101
1557808,true,mozilla98
1557812,true,@next
1557823,true,christ1
1557825,false,NeilDennisEsq
1557834,true,rednoise
1557836,true,Toad-Hall
1557858,true,christ1
1557861,true,mozilla98
1557866,true,MattAuSupport
