id,is_trusted_contributor,creator
1562212,true,davidsk
1562217,true,MattAuSupport
1562223,true,MattAuSupport
1562234,true,MattAuSupport
1562238,true,Mapenzi
1562243,true,MattAuSupport
1562248,true,MattAuSupport
1562264,true,MattAuSupport
1562276,false,antifascist
1562284,true,James
1562288,true,davidsk
1562289,true,@next
1562298,true,@next
1562305,true,sfhowes
1562335,true,sfhowes
1562337,true,davidsk
1562338,true,davidsk
1562341,true,davidsk
1562353,true,Toad-Hall
1562360,true,Mapenzi
1562377,true,Mapenzi
1562396,true,davidsk
1562418,true,wsmwk
1562420,true,davidsk
1562426,true,MattAuSupport
1562433,true,davidsk
1562436,true,MattAuSupport
1562438,true,sfhowes
1562454,true,sfhowes
1562457,true,davidsk
1562465,true,davidsk
1562466,true,davidsk
1562477,true,davidsk
1562478,true,markh2
1562479,true,rednoise
1562484,true,davidsk
1562491,true,rednoise
1562495,true,@next
1562507,true,pcp04
1562513,true,davidsk
1562527,true,@next
1562534,true,davidsk
1562546,true,sfhowes
1562553,true,christ1
1562555,true,sfhowes
1562571,true,wsmwk
1562607,true,christ1
1562610,true,davidsk
1562620,true,@next
1562637,true,@next
1562650,true,pcp04
1562651,true,markh2
1562671,true,@next
1562691,true,poljos-moz
1562701,true,@next
1562704,true,poljos-moz
1562725,true,@next
1562732,true,davidsk
1562740,true,davidsk
1562742,true,Mapenzi
1562760,true,@next
1562763,true,Mapenzi
1562791,true,davidsk
1562826,true,Mozilla-assistent
1562842,true,@next
1562843,true,MattAuSupport
1562847,true,davidsk
1562848,true,davidsk
1562851,true,@next
1562866,true,pcp04
1562868,true,davidsk
1562869,true,Mapenzi
1562878,true,@next
1562880,false,VeeBee
1562884,true,davidsk
1562889,true,davidsk
1562893,true,davidsk
1562918,true,davidsk
1562925,true,MattAuSupport
1562927,true,MattAuSupport
1562942,true,rednoise
1562948,true,rednoise
1562983,true,rednoise
1562992,true,MattAuSupport
1562997,true,@next
1563035,true,MattAuSupport
1563046,true,Mad_Maks
1563054,true,davidsk
1563063,true,MattAuSupport
1563065,true,@next
1563069,true,rednoise
1563074,true,davidsk
1563076,true,@next
1563080,true,davidsk
1563082,true,christ1
1563103,true,christ1
1563113,true,christ1
1563114,true,christ1
1563150,true,MattAuSupport
1563151,true,christ1
1563180,true,davidsk
1563182,true,christ1
1563189,true,christ1
1563198,true,@next
1563204,true,@next
1563228,true,@next
1563229,true,@next
1563231,true,davidsk
1563256,true,@next
1563275,true,MattAuSupport
1563291,true,Mapenzi
1563300,true,davidsk
1563303,true,davidsk
1563313,true,MattAuSupport
