id,discovered_theme,category,severity,root_cause_hypothesis,supporting_quote,is_new_or_notable,created_date,is_solved,solved_by,has_solution,last_answer_trusted,has_trusted_answer,n_answers,n_creator_answers
1586670,Outlook.com SMTP authentication disabled error on Android,account-login,4,"New outlook.com addresses have SmtpClientAuthentication disabled server-side, blocking outgoing OAuth SMTP; known GitHub issue.",Authentication unsuccessful: SmtpClientAuthentication is disabled for the Mailbox.,True,2026-06-10,False,,False,True,True,1,0
1587011,New emails not received on Thunderbird for Android,send-receive,4,Possible sync/incoming server misconfiguration or connectivity issue preventing mail fetch; details unknown due to sparse report.,Please start received email and massages in android,False,2026-06-12,False,,False,True,True,1,0
1587243,"Large image messages stuck in outbox, fail to send on Android",send-receive,3,"App fails to initiate SMTP connection for messages containing large inline/shared images, leaving them stuck in the outbox.",With larger messages no SMTP connection is attempted and no such message occurs.,True,2026-06-13,False,,False,True,True,3,1
1587315,No message filtering/inbox rules on Thunderbird for Android,search-folders,2,Feature not implemented in the Android/K9 codebase; rule-based filtering absent by design.,"Does Thunderbird for Android have inbox rules, possibly also called Filters like in Thunderbird Desktop",False,2026-06-13,False,,False,True,True,1,0
1587443,No HTML/inline image composition on Thunderbird for Android,ui-ux,2,App compose window lacks HTML formatting support required for inline images and banners.,how i can use a email banner or image and center it in the middle of the top of the email when i use the android app,False,2026-06-14,False,,False,False,True,2,1
1587525,No email/folder backup export on Thunderbird for Android,migration-import,2,"Export feature only backs up settings/account config, not message or folder data, by design.",Is there a way to export/backup all the emails and folders from an account using Thunderbird for Android?,False,2026-06-15,True,platform34,True,False,True,2,1
1587771,Request for automatic flagged/starred email folder on Android,search-folders,1,Feature not implemented; a dedicated virtual folder for flagged messages does not exist in the Android app.,Would like to see a flagged folder wherein only flagged e-mails are directed to it automatically,False,2026-06-16,False,,False,True,True,1,0
1587982,Manual refresh does not surface new messages at top on Android 19.2,send-receive,2,"Possible regression in message list refresh/scroll behavior; not reliably reproducible, likely an edge sorting condition.","When manually refreshing an account, new messages do not appear automatically; you must scroll down to see them.",True,2026-06-17,True,platform34,True,False,True,2,1
1588039,App crashes/stalls during bulk deletion of large mailboxes on Android,performance-crash,3,Large local folder size (500+) exhausts memory causing severe performance degradation and crashes during mass delete operations.,Then the app just STOPPED. It wouldn't delete any more.,True,2026-06-17,False,,False,True,True,4,2
1588049,Save all attachments overwrites files and creates zero-byte files on Android,attachments,3,"Bug in bulk attachment save logic causes filename collision, resulting in one correct file and a zero-byte duplicate.","one file gets saved with the name of the other file, and a zero byte file is created with correct name",True,2026-06-17,False,,False,True,True,1,0
1588089,How to change email account password on Android,account-login,1,Not a client bug; password must be changed at the provider's webmail interface then updated in-app.,i have to change the password on my email account in my samsung mobile phone,False,2026-06-18,True,wxie2016,True,False,False,2,1
1588199,Recovering stored account passwords from Thunderbird Android,account-login,2,"OAuth 2.0 accounts do not store a retrievable password, so recovery depends on the authentication type used.",how can I get access to the Passwords there to reinstall it on my New Computer?,False,2026-06-18,True,platform34,True,True,True,1,0
1588395,QR code scanner viewfinder not appearing during Android account import,migration-import,3,"A bug in the QR scanning UI prevents the scan frame from displaying, compounded by mobile app not supporting OAuth+POP3.",the frame where I can place the square with the code doesn't appear after zooming in,True,2026-06-19,False,,False,True,True,3,1
1588448,Mail fetch intermittently failing on both Android and desktop,send-receive,4,Server-side throttling/blocking or misconfigured folder poll/local folder settings preventing consistent message retrieval.,suddenly I cannot fetch any emails on neither Thunderbird for android nor Thunderbird on Ubuntu,True,2026-06-19,False,,False,True,True,3,1
1588478,Folder poll frequency ignored for accounts when others set to never,send-receive,4,"Poll scheduling logic requires all accounts to have a poll interval, otherwise the enabled account is skipped.",the first account does not poll its folders after 15 minutes,True,2026-06-20,False,,False,True,True,1,0
1588606,QR code not recognised during TB-to-Android transfer,migration-import,3,Known QR scanning bug (github #9383) prevents reading the transfer code.,Impossible to read QR Code from TB to TB android,True,2026-06-20,False,,False,True,True,1,0
1588762,QR code not recognised during TB-to-Android transfer,migration-import,3,Known QR scanning bug (github #9383) prevents reading the transfer code.,the qr code doesn't scan and make the transfer,True,2026-06-21,False,,False,True,True,1,0
1589013,No local folders support for POP3 accounts on Android,settings-config,3,"Android app lacks local folder feature for POP3, forcing IMAP whose sync propagates unwanted changes back to server.",The app doesn't support local folders with pop3 accounts,False,2026-06-22,False,,False,False,True,4,2
1589027,New mail notifications missing for one of multiple accounts,send-receive,3,"Per-account/folder notification or sync toggle disabled for the affected account, or provider folder not synced.",Thunderbird gives incoming email notifications for my hotmail address but not for comcast,False,2026-06-22,False,,False,False,True,2,1
1589306,Dismissed email notifications reappearing on Android,send-receive,3,Sync/notification enabled on All Mail or duplicate label folders causing repeated notifications; part of a reported notification spike.,a duplicate notification appear for a new email almost immediately after I clear the notifications screen,True,2026-06-24,False,,False,True,True,1,0
1589419,Account data not migrated by phone clone tools,migration-import,3,Android sandbox storage prevents third-party clone apps from migrating app data; requires export/import of settings.,I used clone phone to transfer from a Samsung Galaxy S20 to a oneplus 15 and Thunderbird android did not transfer,False,2026-06-24,False,,False,True,True,2,0
1589515,Android notifications persist after messages deleted,send-receive,2,"Thunderbird for Android does not clear launcher notifications when the underlying message is deleted, requiring dual handling.",the message notifications remain in the launcher even after I've deleted those messages in Thunderbird,True,2026-06-25,False,,False,True,True,1,0
1589539,How to change email account password on Android,account-login,1,User needs guidance on updating password via provider webmail then in TB-A incoming/outgoing server settings.,how can i change my password with thunderbird android,False,2026-06-25,False,,False,True,True,1,0
1589713,Save All attachments overwrites with duplicate final file,attachments,3,A bug in the Save All routine saves the last attachment's content four times under the different filenames.,the final attachment is saved four times under the names of the original documents,True,2026-06-26,False,,False,True,True,1,0
1589923,How to delete all emails from one sender,search-folders,1,User needs how-to guidance on filtering/sorting by correspondent and bulk deleting.,How to delete all e-mails from one correspondent in Thunderbird.,False,2026-06-27,False,,False,False,False,1,0
1590119,Android home screen widget stopped working,ui-ux,3,A regression in the beta build broke the widget rendering/updating despite the main app working.,"Android beta TB widget suddenly stopped working. Deleted it, nothing.",True,2026-06-28,False,,False,False,False,0,0
1590343,"Feature requests: bottom controls, unified folders, colors",ui-ux,1,"Feature request for UI customization and unified folders beyond inbox, directed to Mozilla Connect.","why not unified everything. Unified spam,.sent, deleted etc",False,2026-06-30,False,,False,True,True,1,0
