id,discovered_theme,category,severity,root_cause_hypothesis,supporting_quote,is_new_or_notable,created_date,is_solved,solved_by,has_solution,last_answer_trusted,has_trusted_answer,n_answers,n_creator_answers
1596460,Contacts receiving spoofed spam impersonating user's address,spam-filters,2,Third-party spammers are spoofing the From address; not a Thunderbird defect.,My contact list is getting bogus emails spams asking for gift certificates and how are you.,False,2026-08-03,False,,False,True,True,1,0
1596471,No Thunderbird client available for iPad/iOS,other,1,"iOS client is still in early development, so no release exists.","I have an i-Pad, is thunderbird Running to this System?",False,2026-08-03,False,,False,True,True,1,0
1596480,SMTP authentication fails while IMAP works (kinghost.net),send-receive,4,"Mismatched SMTP auth method (e.g., normal password vs encrypted) or provider-side SMTP auth restriction, since credentials work on webmail and IMAP.","SMTP on smtp.kinghost.net :465 SSL/TLS also establishes a secure connection, but SMTP authentication fails",True,2026-08-03,False,,False,False,False,0,0
1596484,Gmail IMAP stuck 'Connected to imap.googlemail.com' with hours-long message download delay,performance-crash,4,Gmail IMAP server-side throttling or a stalled IMAP connection causing extremely slow folder sync.,"It says ""Connected to imap.googlemailcom..."" and it's been saying that for 2 1/2 hours now.",True,2026-08-03,False,,False,False,True,3,2
1596487,Draft not copied to Drafts folder due to network or file access error,send-receive,3,"IMAP Drafts folder write failures (permissions, quota, or dropped connection) during autosave.","""Your draft message was not copied to your drafts folder (Drafts) due to network or file access errors.""",False,2026-08-03,False,,False,False,False,0,0
1596490,Removing imported US Holidays .ics calendar events,calendar-tasks,1,User imported holiday events without knowing how to delete the calendar; self-resolved.,How do I remove the all of the events that calendar imported?,False,2026-08-03,False,,False,False,False,1,1
1596495,Confusion over OAuth2 tokens in Saved Passwords vs Yahoo/AT&T account password,sync-oauth,2,"OAuth token strings stored in Saved Passwords are mistaken for passwords, and stale tokens block re-auth after a password change.",Are thunderbird's saved logins the same logins Yahoo recognizes and accepts? Tbird's look like nothing I ever saw,False,2026-08-03,True,rednoise,True,False,True,6,3
1596497,OAuth login fails for all accounts after 153.0.1esr update due to corrupted profile,account-login,5,"A corrupted Thunderbird profile broke the embedded OAuth browser flow, producing bogus 'enable JavaScript/turn off ad blockers' errors for every account.",I get a screen that tells me that I should “Turn-off ad blockers“ and “Enable JavaScript“ in my browser,True,2026-08-03,True,glanata,True,True,True,3,1
1596508,Vague request to restore/reinstall Thunderbird with no details,other,1,"Insufficient information; need OS, version, and actual symptom.",provide steps to recovery.,False,2026-08-04,False,,False,False,True,3,1
1596512,How to see same mail on iPhone as Thunderbird (IMAP vs POP setup),settings-config,2,"User's account is likely POP3, so mail isn't synchronized across devices; no Thunderbird client exists for iOS.",How do I set this up so that I can see the same email on both the pc an Iphone,False,2026-08-04,False,,False,True,True,1,0
1596521,Gmail POP access not enabled error on pop.gmail.com,account-login,3,"POP access is disabled in the user's Gmail server-side settings, so STAT fails with a permanent error.",Your account is not enabled for POP access.,False,2026-08-04,False,,False,True,True,1,0
1596547,Suspicious auth.tb.pro login page appearing during Outlook account setup,encryption-security,4,"tb.pro is a legitimate Thunderbird Pro service domain, but its unbranded appearance during account setup is indistinguishable from a phishing page.",A fake login page at auth.tb.pro appeared while adding an Outlook account in Thunderbird. It is NOT a Thunderbird or Microsoft domain.,True,2026-08-04,True,mozilla98,True,False,True,2,1
1596545,Microsoft OAuth2 localhost redirect loop / authentication failure on Linux,sync-oauth,4,"Thunderbird's OAuth scheme-redirect handoff to the external default browser fails to return the token to the local loopback listener, requiring mailnews.oauth.* config workarounds.","redirects to localhost 44645. localhost 44645 notably does not seemingly direct to anything, and thunderbird does not change",True,2026-08-04,True,firefox1771,False,False,True,15,9
1596553,Mail stops arriving with mailbox-full/quota-exceeded message,send-receive,4,"Server-side mailbox quota is exhausted (likely POP leaving mail on server or large folders), blocking new mail delivery.","non ricevuto più le email, mi dice che lo spazio è pieno ma da dove dovrei svuotarlo?",False,2026-08-04,False,,False,False,False,1,0
1596586,Duplicate Spam/Junk folder created after ESR update,search-folders,3,"Update re-maps special-folder flags so the server Junk folder is displayed with the localized 'Spam' name, creating an apparent duplicate that can't be renamed.","I now have 2 folders named ""Spam"", but in fact looking at the folder properties 1 is actually still ""Junk""",True,2026-08-04,False,,False,False,False,1,1
1596548,Detached attachment path truncated at '&' character in 153 ESR,attachments,4,"Regression in 153 where detached-attachment file URLs are not properly escaped/parsed, truncating the path at the ampersand.","the link in Thunderbird is broke because it become ""G:\03_AFFAIRES Ad """,True,2026-08-04,False,,False,False,True,2,1
1596560,Yahoo Japan POP account repeatedly rejects password / cannot log in to server,account-login,4,"Yahoo Japan requires an app-specific password or OAuth for external clients, so the normal account password fails authentication.",パスワードをリセットして新しいパスワードを再度入力しましたが、やはりログインできません。,False,2026-08-04,False,,False,False,False,0,0
1596584,Custom message tags/labels not persisting after folder switch or restart,other,3,"Custom keyword tags aren't being written to the IMAP server or local msf database, so they are lost when the folder is reloaded.","vratim sa do toho predtym nazad kde som si to oznacil, zmiznu. Alebo ak zavriem program a otvorim nie su tam",True,2026-08-04,False,,False,False,False,0,0
1596587,IMAP Archives special folder cannot be removed/hidden,search-folders,2,"Archives is a system special folder that can only be hidden via IMAP subscription settings, not deleted.","le dossier Archives refuse de disparaître, c'est un compte en IMAP",False,2026-08-04,False,,False,True,True,1,0
1596590,Confusion about downloading app after donation,other,2,"Donation flow does not clearly redirect users to the free download page, causing users to believe the download is gated behind payment.",Ho effettuato la donazione a Thunderbirds ma non trovo come completare a scaricare l’app,False,2026-08-04,False,,False,False,False,1,0
1596591,Cannot add additional Outlook/Microsoft account - server error,account-login,4,Microsoft OAuth/conditional-access or per-client throttling blocks new account additions when many accounts already exist in one profile.,"It keeps giving me a server error. I already connected them on the Outlook app, but I needed Thunderbird.",True,2026-08-04,False,,False,False,False,3,1
1596602,No Outlook for Mac import option in Import Tool,migration-import,3,"Thunderbird's importer only supports Windows Outlook/PST via MAPI, so macOS OLM archives have no supported import path.",I have installed Thunderbird and looked at the Import Tool but it doesn't list Outlook as an option.,True,2026-08-04,False,,False,False,True,9,4
1596605,Send button missing from compose window after 153 update,ui-ux,5,"Regression in 153.x where the composition toolbar/Send button is hidden or not migrated, leaving only File > Send Now (bug1989214).",After updating to 153.0.1esr(aarch64). the SEND button has disappeared. There's no way to send an email.,True,2026-08-04,False,,False,False,True,12,1
1596606,Outlook CSV contact import shows count but no visible contacts / field mapping confusion,migration-import,3,"CSV column mapping mismatch causes imported records to lack display name/email fields, so entries exist but render blank.","The import function says it's done and TBird shows 1972 entries, but nothing is visible.",False,2026-08-04,False,,False,False,True,4,2
1596608,Unexplained 'Inotify initialization error' server notification popup,send-receive,2,"Thunderbird surfaces a raw IMAP server ALERT string from the provider's Dovecot inotify failure without context, confusing Windows users.",Every now and then Thunderbird pops up the notification in the screenshot. Can anyone tell me what it means,True,2026-08-04,True,Alan37,True,False,True,7,4
1596614,Calendar events shifted one hour earlier on sync (Mexico_City timezone),calendar-tasks,3,"Thunderbird's bundled ICU/zoneinfo still applies the abolished Mexican DST rule for America/Mexico_City, offsetting synced events by one hour.",la aplicación Thunderbird sincroniza el evento a las 16:00,True,2026-08-04,False,,False,False,True,6,3
1596619,How to change sender display name / identity,settings-config,1,User unaware that the friendly 'Your Name' field in account identity settings is editable at any time.,How do I change the name that appears on e-mails I send?,False,2026-08-04,True,rednoise,True,True,True,1,0
1596620,How to export or print all messages in one folder,settings-config,1,"No built-in folder export/print feature, requiring the ImportExportTools NG add-on.",I only want a copy of what is in one folder as a backup or to print.,False,2026-08-04,False,,False,True,True,1,0
1596638,No way to sort message filters alphabetically,settings-config,2,"Filter list is intentionally execution-ordered with no sort option, making large rule sets hard to manage.","every time I add a new rule, it is a chore to alphabetically place it in with the existing list of rules",False,2026-08-04,False,,False,True,True,3,1
1596642,How to install Thunderbird after download/donation,other,1,User confusion between the donation flow and running the downloaded installer; no technical defect.,"I just downloaded Thunderbird, paid a donation, now what? How do i install it?",False,2026-08-04,False,,False,True,True,1,0
1596648,Task description stale in detail pane while tooltip shows updated text,calendar-tasks,2,"Task detail view reads a cached/stale copy of the CalDAV item that is not invalidated on local edit, unlike the tooltip which reads the live object.","the Description box contains old data. However, if the same task is hovered over with the cursor in the tasks list, the tooltip popup shows the current, up-to-date description data",True,2026-08-04,False,,False,False,False,0,0
1596654,Sender/correspondent names displayed incorrectly in message list,search-folders,3,Corrupted .msf folder index causing header rows to desynchronize from actual messages.,Some of my emails have had the original correspondent's name changed to random one.,False,2026-08-04,False,,False,True,True,1,0
1596656,Cannot log in to centurylink.net account anymore,account-login,5,"Provider changed authentication requirements (OAuth/app password) or server settings, breaking stored password authentication.","Unable to log in to centurylink.net account with Tbird. Used to, but now no.",True,2026-08-04,False,,False,False,False,0,0
1596659,No new mail notifications for one specific account,settings-config,2,Per-account new-mail notification setting or folder subscription/filter moving mail out of Inbox suppresses alerts for that account.,Ich bekomme keine Benachrichtigungen über email Eingänge auf meinem einen email Konto,False,2026-08-04,False,,False,False,False,0,0
1596660,Cannot send mail on any account (SMTP failure),send-receive,5,Outgoing SMTP server settings/authentication or port blocking by ISP/antivirus prevents all outbound connections.,"I can receive emails for all 5 accounts. However, I can't send email on any of the accounts.",True,2026-08-04,False,,False,False,False,0,0
1596661,Threads not re-sorting to top when new reply arrives,ui-ux,2,Thread sorting uses the root message date rather than the most recent message date unless 'sort by most recent' behavior is enabled.,How can i get new messages in a thread to move the thread to the top?,False,2026-08-04,False,,False,False,False,0,0
1596663,Gmail OAuth re-authorization required to restore mail and calendar,sync-oauth,3,Expired or revoked Google OAuth token requires re-granting Thunderbird access.,I have been getting messages from Google telling me that my e-mail provider - i.e. Mozilla Thunderbird - will not allow Google to access it,False,2026-08-04,True,rednoise,True,False,True,2,1
1596664,Thunderbird suddenly stuck in troubleshoot mode / unexpected login prompt after update,performance-crash,4,"An OS/security-software update or a failed Thunderbird update corrupted the profile, so only troubleshoot mode loaded until a system restore point fixed it.",I only get the Troubleshoot mode up,True,2026-08-04,True,davidsk,True,False,True,11,6
1596668,Finnish spell-check dictionary missing,settings-config,2,"Finnish hunspell dictionary is not bundled and must be installed as an add-on, which the user hasn't found.",I need finnish spell checking.,False,2026-08-04,False,,False,False,False,0,0
1596676,Repeated Yahoo account login password prompts,account-login,3,"Stored Yahoo credentials/OAuth token missing or invalid after laptop reimage, causing repeated authentication prompts.",I'm frequently prompted to login to Yahoo. (via pop up) New to me. I reimaged my laptop recently.,False,2026-08-04,False,,False,False,False,0,0
1596682,Accidentally closed main mail tab cannot be reopened,ui-ux,2,No obvious UI affordance to restore the closed built-in mail tab; it only reappears as a side effect of opening Settings.,I have accidentally closed my Thunderbird inbox. I haven't found a way to reopen it.,False,2026-08-05,True,dynamyte,True,False,False,2,1
1596684,Reply default font forced to Variable Width by EnhancedReplyHeaders add-on,addons-extensions,2,"The extension injects its own reply body markup overriding the composition font preference, and the font dropdown doesn't reflect the effective font.","with the EnhancedReplyHeaders extension, the default font is always ""Variable Width,"" no matter what I do with the Composition settings",False,2026-08-05,True,alanrkirk,True,False,False,2,1
1596686,PDF attachments print blank from built-in viewer,attachments,3,Regression in pdf.js/printing pipeline in recent beta builds renders empty page content when printing from the attachment preview.,If I try and print the pdf it creates the file but the file is blank.,True,2026-08-05,False,,False,False,False,0,0
1596705,Cannot create or rename IMAP Inbox subfolders (silent failure),search-folders,4,IMAP folder-create/rename commands silently fail (likely namespace/hierarchy delimiter issue) leaving the UI unchanged and moved messages temporarily lost.,"When I try to create or rename an Inbox subfolder in Thunderbird it all seems’’ to work (no error message), but after pressing “Rename” or Create” nothing happens.",True,2026-08-05,False,,False,False,False,1,1
