id,discovered_theme,category,severity,root_cause_hypothesis,supporting_quote,is_new_or_notable,created_date,is_solved,solved_by,has_solution,last_answer_trusted,has_trusted_answer,n_answers,n_creator_answers
1579461,Account name color difference in folder pane,ui-ux,1,Blue font indicates newly downloaded/unread messages; not a defect.,the Gmail accounts are listed in blue but the school account is listed in white,False,2026-05-01,True,Mapenzi,True,True,True,3,1
1579464,Cannot add new Outlook accounts with 2FA,account-login,4,New Outlook accounts with 2FA require OAuth/app passwords which the auto and manual setup fail to negotiate.,"São contas novas, com autenticação em dois fatores (2FA). Já tentei adicioná-las tanto de forma automática quanto manual, mas ambas apresentam erro.",True,2026-05-01,False,,False,False,False,0,0
1579467,Wrong To: address shown in search results,search-folders,2,Stale or corrupted global search index displaying incorrect recipient metadata.,in the searchlist there is another To: address,False,2026-05-01,False,,False,False,False,0,0
1579471,Stuck 'No new messages to download' loop after 150 upgrade,send-receive,4,Version 150.0.1 introduced a message download/filter loop bug affecting POP/IMAP fetching.,"This didn't happen before, but it appeared with version 150.0.1.",True,2026-05-01,False,,False,False,False,0,0
1579483,Local folders lost alphabetical order after migration,migration-import,2,Folder order bug in 140 ESR not backported; fixed only in v150 with Reset Folder Order.,all of my Local Folders were no longer in alphabetical order,True,2026-05-01,False,,False,True,True,4,1
1579493,Unable to send email,send-receive,4,Likely SMTP configuration or authentication error; error message needed to diagnose.,Je ne peux pas envoyer de mail..,False,2026-05-01,False,,False,True,True,1,0
1579503,Unified Inbox not visible,settings-config,1,Unified Folders mode not enabled in Folder Modes menu.,I cannot find Unified Inbox anywhere in my Thunderbird mailbox,False,2026-05-01,False,,False,True,True,2,0
1579519,Migrating Owl Exchange accounts to native EWS fails,migration-import,3,Native EWS setup fails to detect or authenticate Exchange accounts that previously worked via Owl add-on.,I'm not able to add these accounts using the EWS method. I run into all kinds of errors,True,2026-05-01,False,,False,False,False,0,0
1579522,Stuck blank tabs that cannot be closed,ui-ux,3,Corrupted session/tab state persisting across restarts and reinstalls.,"about ten or so of these blank open tabs, and you cannot exit them. The X button doesn't work",True,2026-05-01,False,,False,True,True,1,0
1579532,Emails and folders lost after changing IMAP server settings,account-login,5,"IMAP mail lived only on the previous host's server which was deleted when the account was closed, so nothing remained locally to recover.",I had no idea I would lose all my emails and folders I created. Is there any way to get these recovered?,True,2026-05-01,False,,False,True,True,3,1
1579540,Deleted emails not going to Trash folder,settings-config,3,Account's 'When I delete a message' server setting is misconfigured or pointing to a wrong/unexpected folder.,My deleted emails do not go in my trash folder. Where are they going?,False,2026-05-01,True,rednoise,True,True,True,1,0
1579546,Zoho account setup authentication error,account-login,3,Zoho requires app-specific password or correct IMAP/SMTP host settings that autoconfig isn't supplying.,I'm having trouble but I keep getting an Authentication error,False,2026-05-02,False,,False,False,False,1,0
1579552,Contact addresses not autocompleting when using CardBook,addons-extensions,2,CardBook integration settings ('Unique Source for Contacts') not enabled so addresses aren't offered for autocomplete/search.,create new email and type name in address box and no email address shows up,False,2026-05-02,True,rednoise,True,True,True,1,0
1579556,Zoom meeting add-on invalid client_id login error,addons-extensions,2,Third-party abandoned add-on has broken OAuth client_id configuration; issue lies with add-on developer not Thunderbird.,"""errorCode"":4702,""errorMessage"":""Invalid client_id",False,2026-05-02,False,,False,False,True,4,2
1579563,Passkeys not supported in built-in OAuth browser,sync-oauth,2,Thunderbird's stripped-down internal browser used for OAuth does not implement WebAuthn/passkey support yet.,"I tried using a passkey on the Google account authentication screen, but it didn’t work",True,2026-05-02,True,siffemoz,True,False,True,6,3
1579573,Credential prompt persists for deleted account via lingering calendar,calendar-tasks,2,A calendar (and address book) still registered against the deleted account continues to request credentials until unregistered.,login credentials is asked for ... for an old account that I've already ... deleted,False,2026-05-02,True,seth.pylad,True,False,False,1,1
1579578,Update loop: 150.0 keeps prompting restart without installing 150.0.1,performance-crash,3,"Download page served the stale 150.0 build so the in-app updater never obtained the newer 150.0.1 package, causing a restart loop.",it restarts but does not update and simply repeats without updating,True,2026-05-02,True,vk7rb,True,False,True,3,2
1579583,Reply-To spam filter rule not matching,spam-filters,2,"Reply-To header not added as a customized filter field, so the manually edited rule never matches incoming mail.","There is no way to get any filter working, do you have a suggestion",False,2026-05-02,False,,False,True,True,1,0
1579600,Local Folders link to external SSD lost after update,migration-import,3,"Profile/Local Folders path appears to switch after Linux update, but user ultimately found it was a self-inflicted configuration error.",After every update it loses the connection to Local Folders,False,2026-05-02,True,dropmenu,True,True,True,3,1
1579613,Nextcloud calendar password re-prompt despite saved password,calendar-tasks,3,"Thunderbird's calendar CalDAV provider isn't reliably retrieving the stored app-specific password from the Password Manager, possibly a realm/URL mismatch.","today, when I booted up Thunderbird, it said that it needed the password for the Calendar. I entered it in, and then looked to see if the password was in the password manager; it was.",False,2026-05-02,False,,False,False,False,0,0
1579619,Outlook/Office365 account setup fails via Account Hub with connection errors,account-login,4,"Manual SMTP settings were wrong (should be smtp.office365.com:587 STARTTLS) and Account Hub interferes with manual setup, requiring OAuth prompt.",I have used the exact server settings etc from my old lap top for the outlook account but get a variety of error messages.,True,2026-05-02,False,,False,True,True,15,9
1579627,Outgoing messages land in recipients' spam folder,spam-filters,3,Missing sender authentication (SPF/DKIM/DMARC) on the outgoing mail server causes recipients to flag messages as spam.,quando invio i messaggi i riceventi lo trovano sempre nello spam. perchè?,False,2026-05-02,False,,False,False,False,1,0
1579634,File > Email Link does nothing on Windows 11,ui-ux,2,"Windows 11 default mailto/link handler association for Thunderbird is not set, so Email Link fails to launch a compose window.","""email link"" does nothing with Windows 11 but worked with Windows 10?",False,2026-05-02,False,,False,True,True,5,3
1579654,Calendar .ics import stalls at 0%,calendar-tasks,3,"Importing to a Google CalDAV calendar hangs, likely due to remote write/sync timeout or the target being effectively read-only.","The progress bar shows ""Importing... 0%"", and there it appears to stall, consistently after several attempts.",True,2026-05-02,False,,False,False,False,0,0
1579664,Unreliable connection to Hotmail/Outlook accounts,account-login,4,"Intermittent OAuth/IMAP authentication failures against outlook.office365.com, possibly aggravated by Avast/Comodo interception.",I am having issues getting thunderbird to connect to my 2 hotmail accounts over the last week or two.,True,2026-05-02,False,,False,False,False,1,0
1579676,How to set up an email signature/footer,settings-config,1,User is unaware of the signatures feature; no defect involved.,"set up a standard ""footer"" if you will, to end my emails with",False,2026-05-03,False,,False,True,True,2,0
1579687,Font size mismatch between HTML body and signature,settings-config,2,"Composition HTML style sizes (Medium/Large) don't map to precise px/pt values used in signature.html, causing visual mismatch.",There is always a slight font size mismatch of the message text with my signature.,False,2026-05-03,True,davidsk,True,True,True,5,2
1579690,Cannot add new Hotmail account - login fails until IMAP enabled in webmail,account-login,3,"New Outlook/Hotmail accounts default to IMAP disabled, so Thunderbird login fails until IMAP access is toggled on in webmail.","Unable to log in at server. Probably wrong configuration, username or password.",True,2026-05-03,True,sfhowes,True,False,True,3,1
1579699,Adding roadrunner.com email account,account-login,2,Insufficient detail; likely autoconfig failure for Spectrum/Roadrunner requiring manual server settings.,"I am attempting to add an email from ""roadrunner.com"" into thunderbird.",False,2026-05-03,False,,False,True,True,1,0
1579713,GMX IMAP/POP login fails despite correct password,account-login,4,GMX requires enabling IMAP/POP access authorization from the web account before external clients can log in.,it finds a server profile which is consistent with the one on my phone (where it is working just fine) but login is not possible using the same password.,True,2026-05-03,False,,False,True,True,1,0
1579737,Unwanted holiday/vacation auto-response being sent,settings-config,2,"Vacation responder was configured on the webmail provider side, not in Thunderbird.",Thunderbird is sending a holiday response to email recipients. Is there a way to stop this?,False,2026-05-03,False,,False,True,True,3,1
1579750,How to dismiss donation/contribute screen,ui-ux,1,User confused by the donation prompt shown after download or the start page.,How do I get past the contribute screen?,False,2026-05-03,False,,False,True,True,1,0
1579753,Gmail account setup fails with error 400 authentication error,account-login,3,Gmail OAuth flow not completing so no password prompt appears; requires following Gmail-specific setup guide.,"mi appare l'errore 400, poi mi dice: ""Errore di autenticazione. Nascondi dettagli Impossibile autenticarsi sul server.",False,2026-05-03,True,'@next,True,False,False,2,1
1579758,Cannot stop IMAP folder synchronization for one-off backup,settings-config,2,IMAP immediate server notifications remained enabled despite disabling poll frequency and startup checks.,Any advice how to stop the messages synchronising from the source email system?,False,2026-05-03,False,,False,True,True,3,1
1579761,Gmail SMTP connection timed out when sending,send-receive,4,Anti-virus software or firewall interfering with outbound SMTP connection to smtp.gmail.com.,the connection to Outgoing server (SMTP) smtp.gmail.com timed out. Try again.,False,2026-05-03,False,,False,True,True,1,0
1579766,Thunderbird deletes stored emails when disk space is low,performance-crash,5,Profile on nearly full 8GB partition triggers retention/compaction behavior or failed compaction possibly removing messages without clear warning.,"When Thunderbird has very little disk space left, it starts deleting stored emails (without notifying the user)!",True,2026-05-03,False,,False,True,True,5,2
1579775,YouSee email account login rejected with wrong password error,account-login,4,Provider-specific auth requirement or account hub setup issue causing incorrect credentials error.,I get a message that my email address or password is incorrect but they are not,False,2026-05-03,False,,False,True,True,1,0
1579779,Sent and Draft folders saved in Local Folders instead of account,settings-config,2,"Copies & Folders account settings were misconfigured, possibly during profile backup/copy.",Sent & Draft items saved in Local Folders,False,2026-05-03,True,davidsk,True,True,True,7,3
1579780,Cannot find password update option on Android app,account-login,2,Password update UI location not obvious to user in Thunderbird Android settings.,"I can’t find an option in the app to update the password, and the app is not prompting me to enter the new password.",False,2026-05-03,True,rednoise,True,False,True,2,1
1579784,Red fraud/scam warnings injected into email body from unknown source,spam-filters,3,"An external anti-virus product or the sender's tracking/link-scanning service is inserting inline warnings, not Thunderbird's scam detection.","some of the emails I receive are full of messages in red next to almost every line of the email saying that things like ""Likely fraud detected""",True,2026-05-03,False,,False,True,True,3,1
1579790,Draft save fails due to missing OpenPGP encryption key on keyring,encryption-security,3,"Account is configured to encrypt/sign with a key ID no longer present after profile import, blocking draft auto-save.","Error while saving draft. The configured key id ""0x8DC635DD33C6A871"" cannot be found on your keyring.",False,2026-05-03,True,rednoise,True,False,True,3,2
1579812,White-on-white text when replying to HTML group emails,ui-ux,3,Incoming HTML sets white text on white background which is inherited into the reply compose window.,"Wanneer ik een reply doe, is de achtergrond wit en de tekst ook. Ik kan dit niet wijzigen",False,2026-05-03,True,Mozilla-assistent,True,True,True,4,1
1579822,"PC Thunderbird blank after update, Accounts Hub confusion, no transfer from Android",migration-import,3,Update or install reset the profile to a fresh state and accounts do not sync between Android and desktop.,"my PC version (Win 11) is like a first install. Blank slate. It asks about some ""Hub"" thing",False,2026-05-03,False,,False,True,True,1,0
1579842,Cannot set custom browser (Waterfox) to open email links,settings-config,2,Protocol handler default pointed to wrong Waterfox binary; needs handler reset and reconfiguration.,I am looking for a way to set Thunderbird to open emails with waterfox......I cannot find such a setting,False,2026-05-04,True,davidsk,True,False,True,19,9
1579844,YouTube links blocked/flagged as spam when sending,spam-filters,2,"Likely the recipient's server or an anti-virus flags the links, not a Thunderbird sending block.",Now thunderbird is not letting me do that and says it is spam.,False,2026-05-04,False,,False,True,True,1,0
1579858,HTML messages not rendering correctly in Beta but render in replies,ui-ux,3,A regression in Thunderbird Beta 151 broke HTML rendering in the message pane.,Thunderbird BETA (151.0b2 64 bit) ha smesso di rendere correttamente i messaggi formattati HTML,True,2026-05-04,False,,False,False,False,1,0
1579862,Inbox displays emails in wrong (previous travel) time zone,ui-ux,2,Thunderbird cached the old timezone and didn't refresh after the OS timezone change; a restart may be needed.,all my emails show Singapore time (BST+7) in the Inbox display in Thunderbird on my Windows laptop,False,2026-05-04,False,,False,False,False,0,0
1579880,Gmail messages rejected/spam-filtered by BT recipient servers,send-receive,3,"Receiving BT servers apply strict filtering; sender-side changes are limited, mostly a recipient/BT config issue.","all emails sent to a bt email address either goes into spam, if cc, or rejected if bcc",False,2026-05-04,True,davidsk,True,True,True,3,1
1579885,Thunderbird won't start with XPCOM load error 0xc000012f,performance-crash,4,Corrupt or incomplete installation files prevent XPCOM from loading; reinstall resolves it.,Sedan får jag kan inte ladda XPCOM. Vad betyder det?,False,2026-05-04,False,,False,True,True,1,0
1579887,Message subject mismatched with old content due to corrupt Inbox index,send-receive,3,"Corrupted mbox folder index (.msf) mapped subject headers to wrong message bodies, fixed by Repair Folder.",the content of the e-mail is an old e-mail from before,True,2026-05-04,True,sfhowes,True,True,True,4,1
1579901,Outlook.com account setup blocked by wrong password / OAuth,account-login,3,User entering old password instead of using Microsoft OAuth pop-up for authentication.,it won't accept the current Microsoft account password,False,2026-05-04,False,,False,True,True,1,0
1579917,"Restoring folders from backup profile fails, creates empty import folder",migration-import,4,"Import from backup profile fails likely due to oversized mbox files or wrong profile folder selection, leaving empty imported folder.","mi crea una nuova cartella nei messaggi locali chiamandola ""Import Thunderbird"" ma completamente vuota",True,2026-05-04,False,,False,False,False,1,0
1579922,Thunderbird stuck on 'processing' and won't load email,performance-crash,4,Startup hang possibly from corrupt profile or locked database; needs details on behavior.,It says processing.  I need to get my email back!,True,2026-05-04,False,,False,True,True,1,0
1579923,How to add a second email account,account-login,1,"How-to question about account configuration, no defect.",Hoe stel ik een tweede emailadres in naast mijn bestaande,False,2026-05-04,True,markh2,True,True,True,1,0
1579925,Sent emails being returned/bounced,send-receive,4,Outgoing mail bounced likely due to SMTP/server or spam-rejection issue at recipient side.,DIFFICOLTA' AD INVIARE LE MAIL (CORRETTE!) CHE SPESSO CI VENGONO RESTITUITE,False,2026-05-04,False,,False,False,False,1,0
1579926,"Accidentally created subfolders, moving back to top level",search-folders,1,User dragged folders into subfolders by mistake; can drag back.,Een aantal mappen zijn submap geworden door waarschijnlijk een verkeerde handeling,False,2026-05-04,False,,False,True,True,1,0
1579927,"Thunderbird print dialog replacing native printer dialog, no tray selection",ui-ux,2,Thunderbird's built-in print dialog lacks printer-specific options like paper tray unless using system dialog.,"instead of going to canon, it goes to 'thunderbird print' rather than letting me choose which app I want",False,2026-05-04,True,davidsk,True,True,True,14,6
1579929,Missing message preview pane after upgrade to 150,ui-ux,2,"Message pane hidden by default/new layout in version 150, re-enabled via View>Layout.","I'm so disappointed that the ""Message Preview"" option is missing",False,2026-05-04,True,rednoise,True,True,True,3,1
1579943,Cannot set up work email on new laptop despite correct password,account-login,3,Incorrect server settings for business email account on new install.,Ik kan mijn zakelijke e-mail niet op Thunderbird op mijn nieuwe laptop installeren,False,2026-05-04,False,,False,True,True,1,0
1579947,Pasted URL appears blank in compose window,send-receive,2,"Clipboard content pasted as an empty/hyperlinked element that Thunderbird's HTML compose fails to render, possibly due to rich-content clipboard format handling.","when I paste it into a newly composted email in Thunderbird, it's blank",False,2026-05-04,False,,False,False,False,2,0
1579957,Accounts fail to authenticate after profile move on Thunderbird 151,migration-import,4,Newer version 151.0 had an OAuth2/authentication regression when reusing a migrated profile; reverting to 140.11 ESR resolved it.,After moving my Thunderbird profile to a new computer none of my accounts can authenticate,True,2026-05-04,True,dydxlaw,True,False,True,3,2
1579958,Calendar pane resize divider stuck and calendars hidden,calendar-tasks,3,"UI resize divider between sidebar and calendar lost its drag handle, possibly a userChrome/add-on or layout regression preventing pane restoration.",the line went to the far right side and all you see is the sidebar. I can't slide it back,True,2026-05-04,False,,False,True,True,3,1
1579969,Cannot send: relay access denied due to missing SMTP authentication,send-receive,4,"SMTP authentication method was left empty after fresh install, causing relay denial until set to encrypted authentication.",mail server responded: relay access denied,False,2026-05-04,True,davidsk,True,True,True,3,1
1579984,How to get single line spacing in compose,ui-ux,1,User using Paragraph style which adds spacing; Body Text style needed.,would like single space lines instead of double spaced lines,False,2026-05-04,False,,False,True,True,1,0
1579985,Send button replaced by Send Later,send-receive,2,Offline mode or a scheduling add-on changed the default send action to Send Later.,staat er LATER VERZENDEN. Hoe krijg ik de functie Verzenden weer terug?,False,2026-05-04,False,,False,False,True,2,0
1579986,Text alignment lost after sending HTML email,send-receive,2,Variable-width font in HTML composition prevents column alignment; fixed-width font needed.,Now when i send it---it looks like this ... No longer aligned,False,2026-05-04,False,,False,True,True,1,0
1579996,Importing multiple Outlook POP accounts into Local Folders,migration-import,2,Import only picks up the default Outlook account; other accounts likely stored in pst files needing conversion.,dont seem to be able to pick up the other email folders in the outlook file,False,2026-05-05,False,,False,True,True,1,0
1580004,How to create new subfolder plus dialog buttons cut off,ui-ux,2,User forgot right-click add-folder step; separately the new-folder dialog window truncates buttons at low resolution/scaling.,the dialogue window seems to be cutting off two buttons in the lower edge of the window,False,2026-05-05,False,,False,False,False,0,0
1580007,Converting existing account from POP3 to IMAP,settings-config,3,"No in-place POP-to-IMAP conversion exists; user must add a new IMAP account, and menu paths in docs didn't match their version.",I need to change accounts in Thunderbird from Pop 3 to IMAP. All the solutions I have found so far aren't working,False,2026-05-05,True,teeshcoulton,True,False,False,4,2
1580014,Imported profile messages appear briefly then disappear (IMAP sync deletion),migration-import,4,Messages restored into an inactive/empty IMAP account get resynced against the server and deleted; salvage requires copying mail folders (not .msf) into Local Folders.,"it briefly shows all the emails, and then they disappear",True,2026-05-05,True,davidsk,True,True,True,9,4
1580021,CardDAV address book stops syncing on some machines,sync-oauth,3,"CardDAV sync tokens or credentials became stale on affected clients, and reconnecting doesn't force a full resync.",About 10 computers have stopped syncing their address book. Reconnecting the address book doesn't help.,True,2026-05-05,False,,False,False,False,0,0
1580036,Thunderbird for Android privacy/security expectations with Gmail,encryption-security,1,User question about trade-offs; server-side Google filtering remains while client telemetry is reduced.,"will I not miss the security features that Google provide, like warning for malicious/fraudulent emails?",False,2026-05-05,True,Googlethunderbird.,True,True,True,1,0
1580037,Move-to Recent destinations list shows fewer folders and non-alphabetical order,ui-ux,2,UI change altered recent-folder list behavior; later patch re-added customization options.,using the Recent destinations option then I get much less options than before,False,2026-05-05,True,szerviz,True,False,False,1,1
1580052,Outlook.com SMTP send fails with STARTTLS/Normal Password instead of OAuth2,account-login,4,Microsoft requires OAuth2 and correct SMTP host (smtp.office365.com); wrong auth method and primary alias caused send login failures.,Login to server smtp-mail.outlook.com with username [edited]@outlook.com failed.,False,2026-05-05,True,christ1,True,False,True,10,5
1580061,Shared account send fails with 'send AUTH command first' due to empty field,send-receive,3,Missing/empty SMTP auth setting field by default prevented authentication for shared accounts.,Mail server responded: Error: send AUTH command first,False,2026-05-05,True,davidsk,True,True,True,4,2
1580062,No setting to prevent auto-selecting/marking next email read after delete,settings-config,2,Thunderbird lacks a native option to deselect on delete; the previous add-on no longer works reliably in message-pane mode.,"When I delete an email, thunderbird automatically select the next email and mark as read. How to turn off this setting?",True,2026-05-05,False,,False,False,True,11,5
1580072,Emails disappearing intermittently from arcor/Vodafone folders,send-receive,4,Server-side POP/IMAP retrieval or sync issue specific to the arcor/Vodafone account causing messages to vanish and reappear.,"in den Ordnern veschwinden die mails, kommen schon mal wieder und sind dann auch mal weg",True,2026-05-05,False,,False,False,False,0,0
1580081,Untrusted certificate warning for imap.gmail.com blocks mail,encryption-security,3,Antivirus web/SSL scanning intercepts the TLS connection and presents its own certificate for imap.gmail.com.,the certificate for imap.gmail.com does not come from a trusted source,False,2026-05-05,True,meskobalazs,True,True,True,1,0
1580084,Thunderbird not sending messages (no detail),send-receive,3,Insufficient information; need SMTP settings and error text to diagnose send failure.,Why does Thunderbird not send messages,False,2026-05-05,False,,False,False,False,0,0
1580085,Emails disappear from inbox and Trash cannot be emptied,send-receive,4,"Likely corrupted mbox/index (msf) files or a broken folder needing Repair Folder, causing messages to vanish on folder switch.","either my inbox is empty on startup, or if I see my messages, they disappear completely once I open any folder",True,2026-05-05,False,,False,False,False,0,0
1580088,Thunderbird uses wrong SMTP server and stale email address when sending,send-receive,4,A stale saved password/username for a deleted account or unlabeled SMTP descriptions cause the wrong outgoing server to be selected.,"when I attempt to forward an email TB tries using the wrong SMTP server, and an email address that no longer exists",True,2026-05-05,True,Toad-Hall,True,True,True,2,0
1580102,How to see BCC recipients of sent messages,send-receive,1,User unaware that Sent folder retains full recipient info including BCC.,I cannot check to whom I have sent them,False,2026-05-05,True,davidsk,True,False,True,2,1
1580103,How to find all emails to/from one address,search-folders,1,User cannot find the hidden menu bar and Search Messages feature.,Can I find all my emails to and from one address?,False,2026-05-05,True,davidsk,True,False,True,8,4
1580106,How to exclude quoted original text when replying,settings-config,1,User unaware of the composition setting to not include original message.,How do I set my email to delete previous emails when replying,False,2026-05-05,False,,False,True,True,1,0
1580119,"Cannot view any mail, incoming or stored",send-receive,4,Possible profile/folder corruption or connection failure preventing message display; more detail needed.,"Non riesco più a visualizzare la mia posta, ne quella in arrivo e ne quella giacente",False,2026-05-05,False,,False,False,False,1,0
1580121,POP account downloads Gmail archived messages into inbox,send-receive,2,Gmail's All Mail behavior with labels keeps archived mail in the server inbox stream that POP downloads; no true folder separation.,How do I stop thunderbird from downloading the archived emails to my POP thunderbird desktop client?,False,2026-05-05,False,,False,True,True,13,6
1580135,Manually sorted folder/subfolder order resets after restart,ui-ux,3,Manual folder-sort order is not being persisted for subfolders across restarts in TB 150.,the manually sorted order of any subfolders keeps resetting to what it was before I sorted them,True,2026-05-05,False,,False,False,True,6,3
1580138,iCloud Mail compatibility and sent messages not delivered,account-login,3,iCloud requires app-specific password and correct SMTP settings; misconfiguration caused sent mail to fail.,some of my sent emails were not delivered,False,2026-05-05,False,,False,False,False,0,0
1580139,How to back up Local Folders and compaction concerns,migration-import,1,User needs guidance on exporting Local Folders via ImportExportTools NG.,"To ""save"" the info in my Local Folders? Are they excluded from Compacting?",False,2026-05-05,True,dcal53,True,False,True,2,1
1580156,Cannot display folders as tabs in toolbar like Gmail categories,ui-ux,2,Thunderbird lacks native persistent tabbed-folder UI; folder tabs require the QuickFolders add-on.,Can the Thunderbird UI be configured to display folders as tabs as a default setting?,False,2026-05-05,False,,False,True,True,1,0
1580158,Cannot delete unused account due to repeated password prompt,account-login,3,Add-on interference or insufficient file permissions preventing account/profile modification.,"When I click on the red delete button for that account, nothing happens.",False,2026-05-05,False,,False,True,True,3,1
1580162,Folders under Inbox suddenly disappeared,search-folders,4,Corrupted index/msf files or lost IMAP subscription causing folders to not display.,De ongeveer tien mappen die ik had ingevoerd onder 'Postvak In' bleken opeens verdwenen.,False,2026-05-05,False,,False,True,True,1,0
1580165,Deleted Local Folders subfolders and cannot recover,other,5,Deleted folders moved to Trash then permanently lost after compaction with no profile backup.,"I deleted a folder, containing a lot of subfolders from my Local Folders",False,2026-05-05,True,lpvmc,True,False,True,17,6
1580171,Manual account settings overwritten by autoconfig defaults during setup,settings-config,3,Autoconfig recalculation on field change (worse in Flatpak sandbox) overrides manually entered POP3/SMTP ports and blank error strings from sandbox permissions.,"these previously inserted manual settings somewhere UP, were overruled when a setting LOWER in the field was toggled",True,2026-05-05,False,,False,True,True,2,0
1580176,Emails will not delete and account full cannot receive,send-receive,4,Server mailbox over quota and possible IMAP delete/permission issues preventing deletion.,"i try to delete email from my folders and all mails but they wont delete, plus one account to full and cant receive",False,2026-05-05,False,,False,True,True,1,0
1580181,Yahoo account login failed after previously working,account-login,4,Yahoo OAuth token expiry or app-password requirement change breaking authentication.,The message says log in failed for X@yahoo.com,False,2026-05-05,False,,False,False,False,1,1
1580187,Microsoft/Outlook OAuth redirect to localhost fails on add,sync-oauth,3,OAuth flow fails when cookies are blocked in Thunderbird; correct server/port/security combo needed for Microsoft IMAP.,"Thunderbird opens an OAuth page and then it redirects from microsoftonline.com to localhost and fail with ""Unable to connect"".",True,2026-05-05,False,,False,False,True,4,2
1580192,Thunderbird 149 moved entire inbox to trash then deleted trash,performance-crash,5,Possible bug in 149.0.2 or accidental bulk move plus emptied trash causing mass message loss.,"Thunderbird 149.0.2 trashed my inbox emails on iMac Sonoma. Need to recover Inbox, about 2-3 thousand messages.",True,2026-05-05,False,,False,False,False,0,0
1580203,Profile/email transfer between Macs fails with missing profile,migration-import,3,Copying profile folder without matching profiles.ini caused Thunderbird to not locate the profile.,it tells me the profile is missing or inaccessible,False,2026-05-06,False,,False,True,True,3,1
1580207,Color-coding inbox date grouping headers,ui-ux,1,"Thunderbird lacks native styling of grouped-by-sort header rows, only per-message tags exist.","A los encabezados de agrupación (pe últimos 7 días), quisiera poder ponerle color.",False,2026-05-06,False,,False,True,True,1,0
1580225,SMTP send rejected due to blacklisted IP,send-receive,4,"The user's outgoing IP is on a DNSBL, causing the SMTP server to refuse mail.",mail not accepted from blacklisted IP address [150.228.93.12],False,2026-05-06,False,,False,False,False,1,0
1580235,Reply to account A arrives in account B,account-login,3,Likely message filters or aliasing routing replies to the wrong account despite identical settings.,if account A sends a mail it is sometimes that the reply comes in acount B,False,2026-05-06,False,,False,True,True,4,1
1580240,Unclear remote content preferences documentation,settings-config,2,The remote content exception UI mixes 'Show' and 'Add' wording and origin vs sender scopes without clear docs.,"Mixes the words ""Show"" and ""Add"". Are both 3 _and_ 4 store to the global exception list?",True,2026-05-06,False,,False,True,True,8,4
1580247,Vodafonemail.de connection failures after provider change,account-login,4,Vodafone changed server/security configuration causing long connection timeouts and confusion over SSL/TLS ports.,"I think Vodafone has changed some thing 6 Days ago, before it work for yaers without issue.",True,2026-05-06,True,peter.orzewski,True,True,True,5,2
1580249,IMAP folders disappeared except inbox,search-folders,4,"Folders unsubscribed or collapsed as inbox subfolders, plus separate phone certificate error suggesting provider-side change.","my folders have disappeared, apart from my inbox - including sent, junk, deleted",False,2026-05-06,False,,False,True,True,1,0
